gpoi_type,lit_type,n,n_pois,thres_m,lit_per_poi,all_lit,lit_pc
all,antaflu,1854,1420,40,1.31,178557,1
bakery,all,3059,27,40,113.3,178557,1.7
bakery,plastic,1469,27,40,54.41,178557,0.8
bakery,can,249,27,40,9.22,178557,0.1
bakery,wrapper,381,27,40,14.11,178557,0.2
bakery,paper,418,27,40,15.48,178557,0.2
bakery,metal,218,27,40,8.07,178557,0.1
bakery,cigarette,230,27,40,8.52,178557,0.1
bakery,bottle,117,27,40,4.33,178557,0.1
bakery,candy,200,27,40,7.41,178557,0.1
bakery,piece,297,27,40,11,178557,0.2
bakery,firework,375,27,40,13.89,178557,0.2
bakery,bag,115,27,40,4.26,178557,0.1
bakery,energydrink,104,27,40,3.85,178557,0.1
bakery,beer,63,27,40,2.33,178557,0
bakery,aluminum,58,27,40,2.15,178557,0
bakery,knetterbal,319,27,40,11.81,178557,0.2
bakery,redbull,62,27,40,2.3,178557,0
bakery,cup,56,27,40,2.07,178557,0
bakery,mcdonalds,51,27,40,1.89,178557,0
bakery,drink,30,27,40,1.11,178557,0
bakery,antaflu,102,27,40,3.78,178557,0.1
bar,all,4479,23,40,194.74,178557,2.5
bar,plastic,1890,23,40,82.17,178557,1.1
bar,can,651,23,40,28.3,178557,0.4
bar,wrapper,543,23,40,23.61,178557,0.3
bar,paper,590,23,40,25.65,178557,0.3
bar,metal,632,23,40,27.48,178557,0.4
bar,cigarette,236,23,40,10.26,178557,0.1
bar,bottle,285,23,40,12.39,178557,0.2
bar,candy,297,23,40,12.91,178557,0.2
bar,piece,697,23,40,30.3,178557,0.4
bar,firework,137,23,40,5.96,178557,0.1
bar,bag,144,23,40,6.26,178557,0.1
bar,energydrink,305,23,40,13.26,178557,0.2
bar,beer,196,23,40,8.52,178557,0.1
bar,aluminum,85,23,40,3.7,178557,0
bar,knetterbal,128,23,40,5.57,178557,0.1
bar,redbull,153,23,40,6.65,178557,0.1
bar,cup,109,23,40,4.74,178557,0.1
bar,mcdonalds,81,23,40,3.52,178557,0
bar,drink,26,23,40,1.13,178557,0
bar,antaflu,115,23,40,5,178557,0.1
beauty_salon,all,288,4,40,72,178557,0.2
beauty_salon,plastic,129,4,40,32.25,178557,0.1
beauty_salon,can,35,4,40,8.75,178557,0
beauty_salon,wrapper,42,4,40,10.5,178557,0
beauty_salon,paper,48,4,40,12,178557,0
beauty_salon,metal,35,4,40,8.75,178557,0
beauty_salon,cigarette,16,4,40,4,178557,0
beauty_salon,bottle,16,4,40,4,178557,0
beauty_salon,candy,30,4,40,7.5,178557,0
beauty_salon,piece,64,4,40,16,178557,0
beauty_salon,firework,2,4,40,0.5,178557,0
beauty_salon,bag,22,4,40,5.5,178557,0
beauty_salon,energydrink,12,4,40,3,178557,0
beauty_salon,beer,18,4,40,4.5,178557,0
beauty_salon,aluminum,19,4,40,4.75,178557,0
beauty_salon,knetterbal,4,4,40,1,178557,0
beauty_salon,redbull,4,4,40,1,178557,0
beauty_salon,cup,10,4,40,2.5,178557,0
beauty_salon,mcdonalds,1,4,40,0.25,178557,0
beauty_salon,drink,2,4,40,0.5,178557,0
beauty_salon,antaflu,7,4,40,1.75,178557,0
book_store,all,1677,12,40,139.75,178557,0.9
book_store,plastic,727,12,40,60.58,178557,0.4
book_store,can,168,12,40,14,178557,0.1
book_store,wrapper,196,12,40,16.33,178557,0.1
book_store,paper,242,12,40,20.17,178557,0.1
book_store,metal,112,12,40,9.33,178557,0.1
book_store,cigarette,74,12,40,6.17,178557,0
book_store,bottle,59,12,40,4.92,178557,0
book_store,candy,127,12,40,10.58,178557,0.1
book_store,piece,200,12,40,16.67,178557,0.1
book_store,firework,32,12,40,2.67,178557,0
book_store,bag,59,12,40,4.92,178557,0
book_store,energydrink,48,12,40,4,178557,0
book_store,beer,45,12,40,3.75,178557,0
book_store,aluminum,85,12,40,7.08,178557,0
book_store,knetterbal,22,12,40,1.83,178557,0
book_store,redbull,28,12,40,2.33,178557,0
book_store,cup,38,12,40,3.17,178557,0
book_store,mcdonalds,19,12,40,1.58,178557,0
book_store,drink,19,12,40,1.58,178557,0
book_store,antaflu,55,12,40,4.58,178557,0
bus_station,all,2303,5,40,460.6,178557,1.3
bus_station,plastic,1410,5,40,282,178557,0.8
bus_station,can,274,5,40,54.8,178557,0.2
bus_station,wrapper,248,5,40,49.6,178557,0.1
bus_station,paper,128,5,40,25.6,178557,0.1
bus_station,metal,259,5,40,51.8,178557,0.1
bus_station,cigarette,138,5,40,27.6,178557,0.1
bus_station,bottle,108,5,40,21.6,178557,0.1
bus_station,candy,123,5,40,24.6,178557,0.1
bus_station,piece,126,5,40,25.2,178557,0.1
bus_station,firework,712,5,40,142.4,178557,0.4
bus_station,bag,82,5,40,16.4,178557,0
bus_station,energydrink,125,5,40,25,178557,0.1
bus_station,beer,88,5,40,17.6,178557,0
bus_station,aluminum,38,5,40,7.6,178557,0
bus_station,knetterbal,591,5,40,118.2,178557,0.3
bus_station,redbull,52,5,40,10.4,178557,0
bus_station,cup,28,5,40,5.6,178557,0
bus_station,mcdonalds,23,5,40,4.6,178557,0
bus_station,drink,13,5,40,2.6,178557,0
bus_station,antaflu,72,5,40,14.4,178557,0
cafe,all,4420,24,40,184.17,178557,2.5
cafe,plastic,1934,24,40,80.58,178557,1.1
cafe,can,493,24,40,20.54,178557,0.3
cafe,wrapper,602,24,40,25.08,178557,0.3
cafe,paper,565,24,40,23.54,178557,0.3
cafe,metal,452,24,40,18.83,178557,0.3
cafe,cigarette,423,24,40,17.62,178557,0.2
cafe,bottle,247,24,40,10.29,178557,0.1
cafe,candy,302,24,40,12.58,178557,0.2
cafe,piece,547,24,40,22.79,178557,0.3
cafe,firework,80,24,40,3.33,178557,0
cafe,bag,167,24,40,6.96,178557,0.1
cafe,energydrink,205,24,40,8.54,178557,0.1
cafe,beer,159,24,40,6.62,178557,0.1
cafe,aluminum,98,24,40,4.08,178557,0.1
cafe,knetterbal,62,24,40,2.58,178557,0
cafe,redbull,120,24,40,5,178557,0.1
cafe,cup,118,24,40,4.92,178557,0.1
cafe,mcdonalds,60,24,40,2.5,178557,0
cafe,drink,27,24,40,1.12,178557,0
cafe,antaflu,124,24,40,5.17,178557,0.1
department_store,all,679,4,40,169.75,178557,0.4
department_store,plastic,368,4,40,92,178557,0.2
department_store,can,74,4,40,18.5,178557,0
department_store,wrapper,82,4,40,20.5,178557,0
department_store,paper,109,4,40,27.25,178557,0.1
department_store,metal,72,4,40,18,178557,0
department_store,cigarette,41,4,40,10.25,178557,0
department_store,bottle,52,4,40,13,178557,0
department_store,candy,38,4,40,9.5,178557,0
department_store,piece,46,4,40,11.5,178557,0
department_store,firework,74,4,40,18.5,178557,0
department_store,bag,20,4,40,5,178557,0
department_store,energydrink,46,4,40,11.5,178557,0
department_store,beer,13,4,40,3.25,178557,0
department_store,aluminum,11,4,40,2.75,178557,0
department_store,knetterbal,71,4,40,17.75,178557,0
department_store,redbull,27,4,40,6.75,178557,0
department_store,cup,24,4,40,6,178557,0
department_store,mcdonalds,18,4,40,4.5,178557,0
department_store,drink,2,4,40,0.5,178557,0
department_store,antaflu,16,4,40,4,178557,0
gas_station,all,1621,16,40,101.31,178557,0.9
gas_station,plastic,797,16,40,49.81,178557,0.4
gas_station,can,167,16,40,10.44,178557,0.1
gas_station,wrapper,319,16,40,19.94,178557,0.2
gas_station,paper,248,16,40,15.5,178557,0.1
gas_station,metal,137,16,40,8.56,178557,0.1
gas_station,cigarette,117,16,40,7.31,178557,0.1
gas_station,bottle,52,16,40,3.25,178557,0
gas_station,candy,108,16,40,6.75,178557,0.1
gas_station,piece,215,16,40,13.44,178557,0.1
gas_station,firework,20,16,40,1.25,178557,0
gas_station,bag,114,16,40,7.12,178557,0.1
gas_station,energydrink,53,16,40,3.31,178557,0
gas_station,beer,46,16,40,2.88,178557,0
gas_station,aluminum,42,16,40,2.62,178557,0
gas_station,knetterbal,10,16,40,0.62,178557,0
gas_station,redbull,38,16,40,2.38,178557,0
gas_station,cup,30,16,40,1.88,178557,0
gas_station,mcdonalds,21,16,40,1.31,178557,0
gas_station,drink,8,16,40,0.5,178557,0
gas_station,antaflu,35,16,40,2.19,178557,0
grocery_or_supermarket,all,6252,34,40,183.88,178557,3.5
grocery_or_supermarket,plastic,2583,34,40,75.97,178557,1.4
grocery_or_supermarket,can,744,34,40,21.88,178557,0.4
grocery_or_supermarket,wrapper,671,34,40,19.74,178557,0.4
grocery_or_supermarket,paper,732,34,40,21.53,178557,0.4
grocery_or_supermarket,metal,665,34,40,19.56,178557,0.4
grocery_or_supermarket,cigarette,634,34,40,18.65,178557,0.4
grocery_or_supermarket,bottle,271,34,40,7.97,178557,0.2
grocery_or_supermarket,candy,348,34,40,10.24,178557,0.2
grocery_or_supermarket,piece,541,34,40,15.91,178557,0.3
grocery_or_supermarket,firework,293,34,40,8.62,178557,0.2
grocery_or_supermarket,bag,362,34,40,10.65,178557,0.2
grocery_or_supermarket,energydrink,305,34,40,8.97,178557,0.2
grocery_or_supermarket,beer,242,34,40,7.12,178557,0.1
grocery_or_supermarket,aluminum,138,34,40,4.06,178557,0.1
grocery_or_supermarket,knetterbal,233,34,40,6.85,178557,0.1
grocery_or_supermarket,redbull,160,34,40,4.71,178557,0.1
grocery_or_supermarket,cup,89,34,40,2.62,178557,0
grocery_or_supermarket,mcdonalds,82,34,40,2.41,178557,0
grocery_or_supermarket,drink,44,34,40,1.29,178557,0
grocery_or_supermarket,antaflu,153,34,40,4.5,178557,0.1
gym,all,1162,14,40,83,178557,0.7
gym,plastic,633,14,40,45.21,178557,0.4
gym,can,116,14,40,8.29,178557,0.1
gym,wrapper,234,14,40,16.71,178557,0.1
gym,paper,172,14,40,12.29,178557,0.1
gym,metal,108,14,40,7.71,178557,0.1
gym,cigarette,54,14,40,3.86,178557,0
gym,bottle,41,14,40,2.93,178557,0
gym,candy,129,14,40,9.21,178557,0.1
gym,piece,131,14,40,9.36,178557,0.1
gym,firework,23,14,40,1.64,178557,0
gym,bag,86,14,40,6.14,178557,0
gym,energydrink,44,14,40,3.14,178557,0
gym,beer,35,14,40,2.5,178557,0
gym,aluminum,22,14,40,1.57,178557,0
gym,knetterbal,15,14,40,1.07,178557,0
gym,redbull,24,14,40,1.71,178557,0
gym,cup,21,14,40,1.5,178557,0
gym,mcdonalds,22,14,40,1.57,178557,0
gym,drink,7,14,40,0.5,178557,0
gym,antaflu,41,14,40,2.93,178557,0
home_goods_store,all,9195,219,40,41.99,178557,5.1
home_goods_store,plastic,4117,219,40,18.8,178557,2.3
home_goods_store,can,1057,219,40,4.83,178557,0.6
home_goods_store,wrapper,1246,219,40,5.69,178557,0.7
home_goods_store,paper,1261,219,40,5.76,178557,0.7
home_goods_store,metal,993,219,40,4.53,178557,0.6
home_goods_store,cigarette,900,219,40,4.11,178557,0.5
home_goods_store,bottle,438,219,40,2,178557,0.2
home_goods_store,candy,581,219,40,2.65,178557,0.3
home_goods_store,piece,1242,219,40,5.67,178557,0.7
home_goods_store,firework,165,219,40,0.75,178557,0.1
home_goods_store,bag,418,219,40,1.91,178557,0.2
home_goods_store,energydrink,452,219,40,2.06,178557,0.3
home_goods_store,beer,358,219,40,1.63,178557,0.2
home_goods_store,aluminum,197,219,40,0.9,178557,0.1
home_goods_store,knetterbal,121,219,40,0.55,178557,0.1
home_goods_store,redbull,247,219,40,1.13,178557,0.1
home_goods_store,cup,227,219,40,1.04,178557,0.1
home_goods_store,mcdonalds,176,219,40,0.8,178557,0.1
home_goods_store,drink,80,219,40,0.37,178557,0
home_goods_store,antaflu,209,219,40,0.95,178557,0.1
liquor_store,all,1869,12,40,155.75,178557,1
liquor_store,plastic,819,12,40,68.25,178557,0.5
liquor_store,can,229,12,40,19.08,178557,0.1
liquor_store,wrapper,249,12,40,20.75,178557,0.1
liquor_store,paper,178,12,40,14.83,178557,0.1
liquor_store,metal,185,12,40,15.42,178557,0.1
liquor_store,cigarette,454,12,40,37.83,178557,0.3
liquor_store,bottle,86,12,40,7.17,178557,0
liquor_store,candy,122,12,40,10.17,178557,0.1
liquor_store,piece,177,12,40,14.75,178557,0.1
liquor_store,firework,21,12,40,1.75,178557,0
liquor_store,bag,54,12,40,4.5,178557,0
liquor_store,energydrink,74,12,40,6.17,178557,0
liquor_store,beer,75,12,40,6.25,178557,0
liquor_store,aluminum,79,12,40,6.58,178557,0
liquor_store,knetterbal,13,12,40,1.08,178557,0
liquor_store,redbull,50,12,40,4.17,178557,0
liquor_store,cup,33,12,40,2.75,178557,0
liquor_store,mcdonalds,13,12,40,1.08,178557,0
liquor_store,drink,9,12,40,0.75,178557,0
liquor_store,antaflu,58,12,40,4.83,178557,0
meal_delivery,all,1410,16,40,88.12,178557,0.8
meal_delivery,plastic,684,16,40,42.75,178557,0.4
meal_delivery,can,158,16,40,9.88,178557,0.1
meal_delivery,wrapper,248,16,40,15.5,178557,0.1
meal_delivery,paper,296,16,40,18.5,178557,0.2
meal_delivery,metal,167,16,40,10.44,178557,0.1
meal_delivery,cigarette,71,16,40,4.44,178557,0
meal_delivery,bottle,68,16,40,4.25,178557,0
meal_delivery,candy,147,16,40,9.19,178557,0.1
meal_delivery,piece,280,16,40,17.5,178557,0.2
meal_delivery,firework,21,16,40,1.31,178557,0
meal_delivery,bag,55,16,40,3.44,178557,0
meal_delivery,energydrink,55,16,40,3.44,178557,0
meal_delivery,beer,71,16,40,4.44,178557,0
meal_delivery,aluminum,29,16,40,1.81,178557,0
meal_delivery,knetterbal,17,16,40,1.06,178557,0
meal_delivery,redbull,29,16,40,1.81,178557,0
meal_delivery,cup,41,16,40,2.56,178557,0
meal_delivery,mcdonalds,20,16,40,1.25,178557,0
meal_delivery,drink,10,16,40,0.62,178557,0
meal_delivery,antaflu,56,16,40,3.5,178557,0
meal_takeaway,all,2832,18,40,157.33,178557,1.6
meal_takeaway,plastic,1205,18,40,66.94,178557,0.7
meal_takeaway,can,269,18,40,14.94,178557,0.2
meal_takeaway,wrapper,346,18,40,19.22,178557,0.2
meal_takeaway,paper,336,18,40,18.67,178557,0.2
meal_takeaway,metal,262,18,40,14.56,178557,0.1
meal_takeaway,cigarette,433,18,40,24.06,178557,0.2
meal_takeaway,bottle,147,18,40,8.17,178557,0.1
meal_takeaway,candy,199,18,40,11.06,178557,0.1
meal_takeaway,piece,365,18,40,20.28,178557,0.2
meal_takeaway,firework,47,18,40,2.61,178557,0
meal_takeaway,bag,97,18,40,5.39,178557,0.1
meal_takeaway,energydrink,118,18,40,6.56,178557,0.1
meal_takeaway,beer,80,18,40,4.44,178557,0
meal_takeaway,aluminum,47,18,40,2.61,178557,0
meal_takeaway,knetterbal,36,18,40,2,178557,0
meal_takeaway,redbull,58,18,40,3.22,178557,0
meal_takeaway,cup,50,18,40,2.78,178557,0
meal_takeaway,mcdonalds,106,18,40,5.89,178557,0.1
meal_takeaway,drink,21,18,40,1.17,178557,0
meal_takeaway,antaflu,76,18,40,4.22,178557,0
movie_theater,all,587,4,40,146.75,178557,0.3
movie_theater,plastic,229,4,40,57.25,178557,0.1
movie_theater,can,14,4,40,3.5,178557,0
movie_theater,wrapper,27,4,40,6.75,178557,0
movie_theater,paper,20,4,40,5,178557,0
movie_theater,metal,11,4,40,2.75,178557,0
movie_theater,cigarette,253,4,40,63.25,178557,0.1
movie_theater,candy,26,4,40,6.5,178557,0
movie_theater,piece,17,4,40,4.25,178557,0
movie_theater,firework,190,4,40,47.5,178557,0.1
movie_theater,bag,5,4,40,1.25,178557,0
movie_theater,energydrink,5,4,40,1.25,178557,0
movie_theater,beer,2,4,40,0.5,178557,0
movie_theater,aluminum,2,4,40,0.5,178557,0
movie_theater,knetterbal,162,4,40,40.5,178557,0.1
movie_theater,redbull,1,4,40,0.25,178557,0
movie_theater,cup,2,4,40,0.5,178557,0
movie_theater,mcdonalds,2,4,40,0.5,178557,0
movie_theater,antaflu,16,4,40,4,178557,0
night_club,all,1746,5,40,349.2,178557,1
night_club,plastic,767,5,40,153.4,178557,0.4
night_club,can,347,5,40,69.4,178557,0.2
night_club,wrapper,185,5,40,37,178557,0.1
night_club,paper,198,5,40,39.6,178557,0.1
night_club,metal,344,5,40,68.8,178557,0.2
night_club,cigarette,79,5,40,15.8,178557,0
night_club,bottle,152,5,40,30.4,178557,0.1
night_club,candy,121,5,40,24.2,178557,0.1
night_club,piece,264,5,40,52.8,178557,0.1
night_club,firework,86,5,40,17.2,178557,0
night_club,bag,46,5,40,9.2,178557,0
night_club,energydrink,185,5,40,37,178557,0.1
night_club,beer,93,5,40,18.6,178557,0.1
night_club,aluminum,26,5,40,5.2,178557,0
night_club,knetterbal,82,5,40,16.4,178557,0
night_club,redbull,84,5,40,16.8,178557,0
night_club,cup,45,5,40,9,178557,0
night_club,mcdonalds,27,5,40,5.4,178557,0
night_club,drink,6,5,40,1.2,178557,0
night_club,antaflu,46,5,40,9.2,178557,0
park,all,3104,33,40,94.06,178557,1.7
park,plastic,1276,33,40,38.67,178557,0.7
park,can,300,33,40,9.09,178557,0.2
park,wrapper,367,33,40,11.12,178557,0.2
park,paper,226,33,40,6.85,178557,0.1
park,metal,310,33,40,9.39,178557,0.2
park,cigarette,731,33,40,22.15,178557,0.4
park,bottle,89,33,40,2.7,178557,0
park,candy,164,33,40,4.97,178557,0.1
park,piece,231,33,40,7,178557,0.1
park,firework,197,33,40,5.97,178557,0.1
park,bag,141,33,40,4.27,178557,0.1
park,energydrink,100,33,40,3.03,178557,0.1
park,beer,159,33,40,4.82,178557,0.1
park,aluminum,44,33,40,1.33,178557,0
park,knetterbal,187,33,40,5.67,178557,0.1
park,redbull,46,33,40,1.39,178557,0
park,cup,40,33,40,1.21,178557,0
park,mcdonalds,43,33,40,1.3,178557,0
park,drink,9,33,40,0.27,178557,0
park,antaflu,60,33,40,1.82,178557,0
parking,all,8893,38,40,234.03,178557,5
parking,plastic,4895,38,40,128.82,178557,2.7
parking,can,868,38,40,22.84,178557,0.5
parking,wrapper,953,38,40,25.08,178557,0.5
parking,paper,787,38,40,20.71,178557,0.4
parking,metal,783,38,40,20.61,178557,0.4
parking,cigarette,974,38,40,25.63,178557,0.5
parking,bottle,406,38,40,10.68,178557,0.2
parking,candy,473,38,40,12.45,178557,0.3
parking,piece,654,38,40,17.21,178557,0.4
parking,firework,689,38,40,18.13,178557,0.4
parking,bag,331,38,40,8.71,178557,0.2
parking,energydrink,374,38,40,9.84,178557,0.2
parking,beer,274,38,40,7.21,178557,0.2
parking,aluminum,137,38,40,3.61,178557,0.1
parking,knetterbal,593,38,40,15.61,178557,0.3
parking,redbull,215,38,40,5.66,178557,0.1
parking,cup,194,38,40,5.11,178557,0.1
parking,mcdonalds,1393,38,40,36.66,178557,0.8
parking,drink,60,38,40,1.58,178557,0
parking,antaflu,198,38,40,5.21,178557,0.1
pharmacy,all,1542,12,40,128.5,178557,0.9
pharmacy,plastic,701,12,40,58.42,178557,0.4
pharmacy,can,174,12,40,14.5,178557,0.1
pharmacy,wrapper,234,12,40,19.5,178557,0.1
pharmacy,paper,213,12,40,17.75,178557,0.1
pharmacy,metal,174,12,40,14.5,178557,0.1
pharmacy,cigarette,183,12,40,15.25,178557,0.1
pharmacy,bottle,80,12,40,6.67,178557,0
pharmacy,candy,125,12,40,10.42,178557,0.1
pharmacy,piece,162,12,40,13.5,178557,0.1
pharmacy,firework,30,12,40,2.5,178557,0
pharmacy,bag,68,12,40,5.67,178557,0
pharmacy,energydrink,90,12,40,7.5,178557,0.1
pharmacy,beer,47,12,40,3.92,178557,0
pharmacy,aluminum,27,12,40,2.25,178557,0
pharmacy,knetterbal,21,12,40,1.75,178557,0
pharmacy,redbull,41,12,40,3.42,178557,0
pharmacy,cup,32,12,40,2.67,178557,0
pharmacy,mcdonalds,24,12,40,2,178557,0
pharmacy,drink,16,12,40,1.33,178557,0
pharmacy,antaflu,61,12,40,5.08,178557,0
place_of_worship,all,1361,19,40,71.63,178557,0.8
place_of_worship,plastic,653,19,40,34.37,178557,0.4
place_of_worship,can,98,19,40,5.16,178557,0.1
place_of_worship,wrapper,221,19,40,11.63,178557,0.1
place_of_worship,paper,215,19,40,11.32,178557,0.1
place_of_worship,metal,101,19,40,5.32,178557,0.1
place_of_worship,cigarette,82,19,40,4.32,178557,0
place_of_worship,bottle,46,19,40,2.42,178557,0
place_of_worship,candy,126,19,40,6.63,178557,0.1
place_of_worship,piece,229,19,40,12.05,178557,0.1
place_of_worship,firework,32,19,40,1.68,178557,0
place_of_worship,bag,60,19,40,3.16,178557,0
place_of_worship,energydrink,54,19,40,2.84,178557,0
place_of_worship,beer,19,19,40,1,178557,0
place_of_worship,aluminum,33,19,40,1.74,178557,0
place_of_worship,knetterbal,26,19,40,1.37,178557,0
place_of_worship,redbull,29,19,40,1.53,178557,0
place_of_worship,cup,29,19,40,1.53,178557,0
place_of_worship,mcdonalds,20,19,40,1.05,178557,0
place_of_worship,drink,8,19,40,0.42,178557,0
place_of_worship,antaflu,44,19,40,2.32,178557,0
restaurant,all,12696,128,40,99.19,178557,7.1
restaurant,plastic,5867,128,40,45.84,178557,3.3
restaurant,can,1388,128,40,10.84,178557,0.8
restaurant,wrapper,1660,128,40,12.97,178557,0.9
restaurant,paper,1648,128,40,12.88,178557,0.9
restaurant,metal,1287,128,40,10.05,178557,0.7
restaurant,cigarette,947,128,40,7.4,178557,0.5
restaurant,bottle,634,128,40,4.95,178557,0.4
restaurant,candy,893,128,40,6.98,178557,0.5
restaurant,piece,1560,128,40,12.19,178557,0.9
restaurant,firework,458,128,40,3.58,178557,0.3
restaurant,bag,484,128,40,3.78,178557,0.3
restaurant,energydrink,584,128,40,4.56,178557,0.3
restaurant,beer,437,128,40,3.41,178557,0.2
restaurant,aluminum,302,128,40,2.36,178557,0.2
restaurant,knetterbal,378,128,40,2.95,178557,0.2
restaurant,redbull,317,128,40,2.48,178557,0.2
restaurant,cup,323,128,40,2.52,178557,0.2
restaurant,mcdonalds,523,128,40,4.09,178557,0.3
restaurant,drink,96,128,40,0.75,178557,0.1
restaurant,antaflu,362,128,40,2.83,178557,0.2
school,all,1757,22,40,79.86,178557,1
school,plastic,792,22,40,36,178557,0.4
school,can,113,22,40,5.14,178557,0.1
school,wrapper,237,22,40,10.77,178557,0.1
school,paper,110,22,40,5,178557,0.1
school,metal,95,22,40,4.32,178557,0.1
school,cigarette,359,22,40,16.32,178557,0.2
school,bottle,70,22,40,3.18,178557,0
school,candy,136,22,40,6.18,178557,0.1
school,piece,96,22,40,4.36,178557,0.1
school,firework,193,22,40,8.77,178557,0.1
school,bag,72,22,40,3.27,178557,0
school,energydrink,62,22,40,2.82,178557,0
school,beer,36,22,40,1.64,178557,0
school,aluminum,27,22,40,1.23,178557,0
school,knetterbal,146,22,40,6.64,178557,0.1
school,redbull,27,22,40,1.23,178557,0
school,cup,16,22,40,0.73,178557,0
school,mcdonalds,11,22,40,0.5,178557,0
school,drink,11,22,40,0.5,178557,0
school,antaflu,83,22,40,3.77,178557,0
shopping_mall,all,2822,14,40,201.57,178557,1.6
shopping_mall,plastic,1354,14,40,96.71,178557,0.8
shopping_mall,can,345,14,40,24.64,178557,0.2
shopping_mall,wrapper,445,14,40,31.79,178557,0.2
shopping_mall,paper,389,14,40,27.79,178557,0.2
shopping_mall,metal,339,14,40,24.21,178557,0.2
shopping_mall,cigarette,145,14,40,10.36,178557,0.1
shopping_mall,bottle,149,14,40,10.64,178557,0.1
shopping_mall,candy,179,14,40,12.79,178557,0.1
shopping_mall,piece,322,14,40,23,178557,0.2
shopping_mall,firework,101,14,40,7.21,178557,0.1
shopping_mall,bag,92,14,40,6.57,178557,0.1
shopping_mall,energydrink,136,14,40,9.71,178557,0.1
shopping_mall,beer,108,14,40,7.71,178557,0.1
shopping_mall,aluminum,72,14,40,5.14,178557,0
shopping_mall,knetterbal,109,14,40,7.79,178557,0.1
shopping_mall,redbull,77,14,40,5.5,178557,0
shopping_mall,cup,73,14,40,5.21,178557,0
shopping_mall,mcdonalds,43,14,40,3.07,178557,0
shopping_mall,drink,24,14,40,1.71,178557,0
shopping_mall,antaflu,75,14,40,5.36,178557,0
stadium,all,168,8,40,21,178557,0.1
stadium,plastic,93,8,40,11.62,178557,0.1
stadium,can,12,8,40,1.5,178557,0
stadium,wrapper,32,8,40,4,178557,0
stadium,paper,13,8,40,1.62,178557,0
stadium,metal,12,8,40,1.5,178557,0
stadium,cigarette,9,8,40,1.12,178557,0
stadium,bottle,4,8,40,0.5,178557,0
stadium,candy,16,8,40,2,178557,0
stadium,piece,14,8,40,1.75,178557,0
stadium,firework,3,8,40,0.38,178557,0
stadium,bag,7,8,40,0.88,178557,0
stadium,energydrink,4,8,40,0.5,178557,0
stadium,beer,3,8,40,0.38,178557,0
stadium,aluminum,2,8,40,0.25,178557,0
stadium,knetterbal,2,8,40,0.25,178557,0
stadium,redbull,1,8,40,0.12,178557,0
stadium,cup,5,8,40,0.62,178557,0
stadium,mcdonalds,6,8,40,0.75,178557,0
stadium,drink,2,8,40,0.25,178557,0
stadium,antaflu,6,8,40,0.75,178557,0
supermarket,all,5624,26,40,216.31,178557,3.1
supermarket,plastic,2311,26,40,88.88,178557,1.3
supermarket,can,666,26,40,25.62,178557,0.4
supermarket,wrapper,593,26,40,22.81,178557,0.3
supermarket,paper,611,26,40,23.5,178557,0.3
supermarket,metal,598,26,40,23,178557,0.3
supermarket,cigarette,608,26,40,23.38,178557,0.3
supermarket,bottle,247,26,40,9.5,178557,0.1
supermarket,candy,293,26,40,11.27,178557,0.2
supermarket,piece,453,26,40,17.42,178557,0.3
supermarket,firework,283,26,40,10.88,178557,0.2
supermarket,bag,329,26,40,12.65,178557,0.2
supermarket,energydrink,278,26,40,10.69,178557,0.2
supermarket,beer,220,26,40,8.46,178557,0.1
supermarket,aluminum,125,26,40,4.81,178557,0.1
supermarket,knetterbal,228,26,40,8.77,178557,0.1
supermarket,redbull,149,26,40,5.73,178557,0.1
supermarket,cup,75,26,40,2.88,178557,0
supermarket,mcdonalds,74,26,40,2.85,178557,0
supermarket,drink,38,26,40,1.46,178557,0
supermarket,antaflu,138,26,40,5.31,178557,0.1
transit_station,all,22755,255,40,89.24,178557,12.7
transit_station,plastic,11330,255,40,44.43,178557,6.3
transit_station,can,2784,255,40,10.92,178557,1.6
transit_station,wrapper,3516,255,40,13.79,178557,2
transit_station,paper,2391,255,40,9.38,178557,1.3
transit_station,metal,2651,255,40,10.4,178557,1.5
transit_station,cigarette,2123,255,40,8.33,178557,1.2
transit_station,bottle,1064,255,40,4.17,178557,0.6
transit_station,candy,1880,255,40,7.37,178557,1.1
transit_station,piece,2299,255,40,9.02,178557,1.3
transit_station,firework,1302,255,40,5.11,178557,0.7
transit_station,bag,1166,255,40,4.57,178557,0.7
transit_station,energydrink,1153,255,40,4.52,178557,0.6
transit_station,beer,895,255,40,3.51,178557,0.5
transit_station,aluminum,413,255,40,1.62,178557,0.2
transit_station,knetterbal,861,255,40,3.38,178557,0.5
transit_station,redbull,517,255,40,2.03,178557,0.3
transit_station,cup,494,255,40,1.94,178557,0.3
transit_station,mcdonalds,475,255,40,1.86,178557,0.3
transit_station,drink,160,255,40,0.63,178557,0.1
transit_station,antaflu,896,255,40,3.51,178557,0.5
all,all,78107,1420,50,55,178557,43.7
all,plastic,38129,1420,50,26.85,178557,21.4
all,can,9124,1420,50,6.43,178557,5.1
all,wrapper,10901,1420,50,7.68,178557,6.1
all,paper,8580,1420,50,6.04,178557,4.8
all,metal,8573,1420,50,6.04,178557,4.8
all,cigarette,6779,1420,50,4.77,178557,3.8
all,bottle,3751,1420,50,2.64,178557,2.1
all,candy,5499,1420,50,3.87,178557,3.1
all,piece,8404,1420,50,5.92,178557,4.7
all,firework,3142,1420,50,2.21,178557,1.8
