gpoi_type,lit_type,n,n_pois,thres_m,lit_per_poi,all_lit,lit_pc
home_goods_store,plastic,22745,219,110,103.86,178557,12.7
home_goods_store,can,5457,219,110,24.92,178557,3.1
home_goods_store,wrapper,6641,219,110,30.32,178557,3.7
home_goods_store,paper,5768,219,110,26.34,178557,3.2
home_goods_store,metal,5138,219,110,23.46,178557,2.9
home_goods_store,cigarette,3599,219,110,16.43,178557,2
home_goods_store,bottle,2380,219,110,10.87,178557,1.3
home_goods_store,candy,3331,219,110,15.21,178557,1.9
home_goods_store,piece,5558,219,110,25.38,178557,3.1
home_goods_store,firework,1928,219,110,8.8,178557,1.1
home_goods_store,bag,2468,219,110,11.27,178557,1.4
home_goods_store,energydrink,2276,219,110,10.39,178557,1.3
home_goods_store,beer,1811,219,110,8.27,178557,1
home_goods_store,aluminum,1004,219,110,4.58,178557,0.6
home_goods_store,knetterbal,1346,219,110,6.15,178557,0.8
home_goods_store,redbull,1231,219,110,5.62,178557,0.7
home_goods_store,cup,1076,219,110,4.91,178557,0.6
home_goods_store,mcdonalds,865,219,110,3.95,178557,0.5
home_goods_store,drink,392,219,110,1.79,178557,0.2
home_goods_store,antaflu,1274,219,110,5.82,178557,0.7
liquor_store,all,14226,12,110,1185.5,178557,8
liquor_store,plastic,6678,12,110,556.5,178557,3.7
liquor_store,can,2066,12,110,172.17,178557,1.2
liquor_store,wrapper,1999,12,110,166.58,178557,1.1
liquor_store,paper,1709,12,110,142.42,178557,1
liquor_store,metal,1967,12,110,163.92,178557,1.1
liquor_store,cigarette,1251,12,110,104.25,178557,0.7
liquor_store,bottle,777,12,110,64.75,178557,0.4
liquor_store,candy,853,12,110,71.08,178557,0.5
liquor_store,piece,1429,12,110,119.08,178557,0.8
liquor_store,firework,576,12,110,48,178557,0.3
liquor_store,bag,844,12,110,70.33,178557,0.5
liquor_store,energydrink,778,12,110,64.83,178557,0.4
liquor_store,beer,871,12,110,72.58,178557,0.5
liquor_store,aluminum,307,12,110,25.58,178557,0.2
liquor_store,knetterbal,514,12,110,42.83,178557,0.3
liquor_store,redbull,379,12,110,31.58,178557,0.2
liquor_store,cup,256,12,110,21.33,178557,0.1
liquor_store,mcdonalds,178,12,110,14.83,178557,0.1
liquor_store,drink,82,12,110,6.83,178557,0
liquor_store,antaflu,330,12,110,27.5,178557,0.2
meal_delivery,all,9583,16,110,598.94,178557,5.4
meal_delivery,plastic,4407,16,110,275.44,178557,2.5
meal_delivery,can,1248,16,110,78,178557,0.7
meal_delivery,wrapper,1330,16,110,83.12,178557,0.7
meal_delivery,paper,1380,16,110,86.25,178557,0.8
meal_delivery,metal,1298,16,110,81.12,178557,0.7
meal_delivery,cigarette,487,16,110,30.44,178557,0.3
meal_delivery,bottle,622,16,110,38.88,178557,0.3
meal_delivery,candy,705,16,110,44.06,178557,0.4
meal_delivery,piece,1532,16,110,95.75,178557,0.9
meal_delivery,firework,137,16,110,8.56,178557,0.1
meal_delivery,bag,402,16,110,25.12,178557,0.2
meal_delivery,energydrink,557,16,110,34.81,178557,0.3
meal_delivery,beer,442,16,110,27.62,178557,0.2
meal_delivery,aluminum,212,16,110,13.25,178557,0.1
meal_delivery,knetterbal,125,16,110,7.81,178557,0.1
meal_delivery,redbull,286,16,110,17.88,178557,0.2
meal_delivery,cup,271,16,110,16.94,178557,0.2
meal_delivery,mcdonalds,143,16,110,8.94,178557,0.1
meal_delivery,drink,76,16,110,4.75,178557,0
meal_delivery,antaflu,253,16,110,15.81,178557,0.1
meal_takeaway,all,19476,18,110,1082,178557,10.9
meal_takeaway,plastic,9729,18,110,540.5,178557,5.4
meal_takeaway,can,2094,18,110,116.33,178557,1.2
meal_takeaway,wrapper,2262,18,110,125.67,178557,1.3
meal_takeaway,paper,2097,18,110,116.5,178557,1.2
meal_takeaway,metal,2059,18,110,114.39,178557,1.2
meal_takeaway,cigarette,1257,18,110,69.83,178557,0.7
meal_takeaway,bottle,894,18,110,49.67,178557,0.5
meal_takeaway,candy,1133,18,110,62.94,178557,0.6
meal_takeaway,piece,1905,18,110,105.83,178557,1.1
meal_takeaway,firework,924,18,110,51.33,178557,0.5
meal_takeaway,bag,799,18,110,44.39,178557,0.4
meal_takeaway,energydrink,922,18,110,51.22,178557,0.5
meal_takeaway,beer,621,18,110,34.5,178557,0.3
meal_takeaway,aluminum,343,18,110,19.06,178557,0.2
meal_takeaway,knetterbal,780,18,110,43.33,178557,0.4
meal_takeaway,redbull,516,18,110,28.67,178557,0.3
meal_takeaway,cup,497,18,110,27.61,178557,0.3
meal_takeaway,mcdonalds,2387,18,110,132.61,178557,1.3
meal_takeaway,drink,140,18,110,7.78,178557,0.1
meal_takeaway,antaflu,419,18,110,23.28,178557,0.2
movie_theater,all,2652,4,110,663,178557,1.5
movie_theater,plastic,1281,4,110,320.25,178557,0.7
movie_theater,can,165,4,110,41.25,178557,0.1
movie_theater,wrapper,334,4,110,83.5,178557,0.2
movie_theater,paper,212,4,110,53,178557,0.1
movie_theater,metal,165,4,110,41.25,178557,0.1
movie_theater,cigarette,584,4,110,146,178557,0.3
movie_theater,bottle,67,4,110,16.75,178557,0
movie_theater,candy,184,4,110,46,178557,0.1
movie_theater,piece,195,4,110,48.75,178557,0.1
movie_theater,firework,486,4,110,121.5,178557,0.3
movie_theater,bag,82,4,110,20.5,178557,0
movie_theater,energydrink,66,4,110,16.5,178557,0
movie_theater,beer,43,4,110,10.75,178557,0
movie_theater,aluminum,34,4,110,8.5,178557,0
movie_theater,knetterbal,402,4,110,100.5,178557,0.2
movie_theater,redbull,31,4,110,7.75,178557,0
movie_theater,cup,49,4,110,12.25,178557,0
movie_theater,mcdonalds,29,4,110,7.25,178557,0
movie_theater,drink,17,4,110,4.25,178557,0
movie_theater,antaflu,89,4,110,22.25,178557,0
night_club,all,6690,5,110,1338,178557,3.7
night_club,plastic,3010,5,110,602,178557,1.7
night_club,can,1046,5,110,209.2,178557,0.6
night_club,wrapper,865,5,110,173,178557,0.5
night_club,paper,832,5,110,166.4,178557,0.5
night_club,metal,1050,5,110,210,178557,0.6
night_club,cigarette,326,5,110,65.2,178557,0.2
night_club,bottle,533,5,110,106.6,178557,0.3
night_club,candy,513,5,110,102.6,178557,0.3
night_club,piece,980,5,110,196,178557,0.5
night_club,firework,155,5,110,31,178557,0.1
night_club,bag,220,5,110,44,178557,0.1
night_club,energydrink,489,5,110,97.8,178557,0.3
night_club,beer,329,5,110,65.8,178557,0.2
night_club,aluminum,138,5,110,27.6,178557,0.1
night_club,knetterbal,150,5,110,30,178557,0.1
night_club,redbull,258,5,110,51.6,178557,0.1
night_club,cup,190,5,110,38,178557,0.1
night_club,mcdonalds,91,5,110,18.2,178557,0.1
night_club,drink,41,5,110,8.2,178557,0
night_club,antaflu,192,5,110,38.4,178557,0.1
park,all,13248,33,110,401.45,178557,7.4
park,plastic,6026,33,110,182.61,178557,3.4
park,can,1784,33,110,54.06,178557,1
park,wrapper,1624,33,110,49.21,178557,0.9
park,paper,1339,33,110,40.58,178557,0.7
park,metal,1724,33,110,52.24,178557,1
park,cigarette,1328,33,110,40.24,178557,0.7
park,bottle,658,33,110,19.94,178557,0.4
park,candy,784,33,110,23.76,178557,0.4
park,piece,1214,33,110,36.79,178557,0.7
park,firework,610,33,110,18.48,178557,0.3
park,bag,617,33,110,18.7,178557,0.3
park,energydrink,751,33,110,22.76,178557,0.4
park,beer,676,33,110,20.48,178557,0.4
park,aluminum,239,33,110,7.24,178557,0.1
park,knetterbal,543,33,110,16.45,178557,0.3
park,redbull,379,33,110,11.48,178557,0.2
park,cup,276,33,110,8.36,178557,0.2
park,mcdonalds,217,33,110,6.58,178557,0.1
park,drink,77,33,110,2.33,178557,0
park,antaflu,325,33,110,9.85,178557,0.2
parking,all,33463,38,110,880.61,178557,18.7
parking,plastic,17077,38,110,449.39,178557,9.6
parking,can,3882,38,110,102.16,178557,2.2
parking,wrapper,3877,38,110,102.03,178557,2.2
parking,paper,3288,38,110,86.53,178557,1.8
parking,metal,3745,38,110,98.55,178557,2.1
parking,cigarette,3199,38,110,84.18,178557,1.8
parking,bottle,1641,38,110,43.18,178557,0.9
parking,candy,1934,38,110,50.89,178557,1.1
parking,piece,3511,38,110,92.39,178557,2
parking,firework,2269,38,110,59.71,178557,1.3
parking,bag,1532,38,110,40.32,178557,0.9
parking,energydrink,1704,38,110,44.84,178557,1
parking,beer,1273,38,110,33.5,178557,0.7
parking,aluminum,525,38,110,13.82,178557,0.3
parking,knetterbal,1980,38,110,52.11,178557,1.1
parking,redbull,906,38,110,23.84,178557,0.5
parking,cup,909,38,110,23.92,178557,0.5
parking,mcdonalds,2835,38,110,74.61,178557,1.6
parking,drink,211,38,110,5.55,178557,0.1
parking,antaflu,782,38,110,20.58,178557,0.4
pharmacy,all,10722,12,110,893.5,178557,6
pharmacy,plastic,4888,12,110,407.33,178557,2.7
pharmacy,can,1340,12,110,111.67,178557,0.8
pharmacy,wrapper,1635,12,110,136.25,178557,0.9
pharmacy,paper,1256,12,110,104.67,178557,0.7
pharmacy,metal,1321,12,110,110.08,178557,0.7
pharmacy,cigarette,1174,12,110,97.83,178557,0.7
pharmacy,bottle,564,12,110,47,178557,0.3
pharmacy,candy,855,12,110,71.25,178557,0.5
pharmacy,piece,1291,12,110,107.58,178557,0.7
pharmacy,firework,232,12,110,19.33,178557,0.1
pharmacy,bag,513,12,110,42.75,178557,0.3
pharmacy,energydrink,594,12,110,49.5,178557,0.3
pharmacy,beer,463,12,110,38.58,178557,0.3
pharmacy,aluminum,206,12,110,17.17,178557,0.1
pharmacy,knetterbal,188,12,110,15.67,178557,0.1
pharmacy,redbull,309,12,110,25.75,178557,0.2
pharmacy,cup,310,12,110,25.83,178557,0.2
pharmacy,mcdonalds,179,12,110,14.92,178557,0.1
pharmacy,drink,70,12,110,5.83,178557,0
pharmacy,antaflu,378,12,110,31.5,178557,0.2
place_of_worship,all,12979,19,110,683.11,178557,7.3
place_of_worship,plastic,5967,19,110,314.05,178557,3.3
place_of_worship,can,1370,19,110,72.11,178557,0.8
place_of_worship,wrapper,1818,19,110,95.68,178557,1
place_of_worship,paper,1497,19,110,78.79,178557,0.8
place_of_worship,metal,1258,19,110,66.21,178557,0.7
place_of_worship,cigarette,1555,19,110,81.84,178557,0.9
place_of_worship,bottle,530,19,110,27.89,178557,0.3
place_of_worship,candy,897,19,110,47.21,178557,0.5
place_of_worship,piece,1411,19,110,74.26,178557,0.8
place_of_worship,firework,383,19,110,20.16,178557,0.2
place_of_worship,bag,617,19,110,32.47,178557,0.3
place_of_worship,energydrink,571,19,110,30.05,178557,0.3
place_of_worship,beer,448,19,110,23.58,178557,0.3
place_of_worship,aluminum,245,19,110,12.89,178557,0.1
place_of_worship,knetterbal,236,19,110,12.42,178557,0.1
place_of_worship,redbull,301,19,110,15.84,178557,0.2
place_of_worship,cup,277,19,110,14.58,178557,0.2
place_of_worship,mcdonalds,244,19,110,12.84,178557,0.1
place_of_worship,drink,109,19,110,5.74,178557,0.1
place_of_worship,antaflu,278,19,110,14.63,178557,0.2
restaurant,all,46353,128,110,362.13,178557,26
restaurant,plastic,23263,128,110,181.74,178557,13
restaurant,can,5021,128,110,39.23,178557,2.8
restaurant,wrapper,6030,128,110,47.11,178557,3.4
restaurant,paper,5295,128,110,41.37,178557,3
restaurant,metal,4705,128,110,36.76,178557,2.6
restaurant,cigarette,3197,128,110,24.98,178557,1.8
restaurant,bottle,2220,128,110,17.34,178557,1.2
restaurant,candy,2836,128,110,22.16,178557,1.6
restaurant,piece,5142,128,110,40.17,178557,2.9
restaurant,firework,2112,128,110,16.5,178557,1.2
restaurant,bag,2127,128,110,16.62,178557,1.2
restaurant,energydrink,2141,128,110,16.73,178557,1.2
restaurant,beer,1567,128,110,12.24,178557,0.9
restaurant,aluminum,962,128,110,7.52,178557,0.5
restaurant,knetterbal,1816,128,110,14.19,178557,1
restaurant,redbull,1130,128,110,8.83,178557,0.6
restaurant,cup,1273,128,110,9.95,178557,0.7
restaurant,mcdonalds,3337,128,110,26.07,178557,1.9
restaurant,drink,352,128,110,2.75,178557,0.2
restaurant,antaflu,1059,128,110,8.27,178557,0.6
school,all,10274,22,110,467,178557,5.8
school,plastic,5049,22,110,229.5,178557,2.8
school,can,1133,22,110,51.5,178557,0.6
school,wrapper,1399,22,110,63.59,178557,0.8
school,paper,972,22,110,44.18,178557,0.5
school,metal,1084,22,110,49.27,178557,0.6
school,cigarette,1104,22,110,50.18,178557,0.6
school,bottle,426,22,110,19.36,178557,0.2
school,candy,724,22,110,32.91,178557,0.4
school,piece,859,22,110,39.05,178557,0.5
school,firework,1010,22,110,45.91,178557,0.6
school,bag,481,22,110,21.86,178557,0.3
school,energydrink,407,22,110,18.5,178557,0.2
school,beer,487,22,110,22.14,178557,0.3
school,aluminum,187,22,110,8.5,178557,0.1
school,knetterbal,764,22,110,34.73,178557,0.4
school,redbull,164,22,110,7.45,178557,0.1
school,cup,172,22,110,7.82,178557,0.1
school,mcdonalds,124,22,110,5.64,178557,0.1
school,drink,80,22,110,3.64,178557,0
school,antaflu,308,22,110,14,178557,0.2
shopping_mall,all,13795,14,110,985.36,178557,7.7
shopping_mall,plastic,6509,14,110,464.93,178557,3.6
shopping_mall,can,1661,14,110,118.64,178557,0.9
shopping_mall,wrapper,2119,14,110,151.36,178557,1.2
shopping_mall,paper,1816,14,110,129.71,178557,1
shopping_mall,metal,1552,14,110,110.86,178557,0.9
shopping_mall,cigarette,800,14,110,57.14,178557,0.4
shopping_mall,bottle,749,14,110,53.5,178557,0.4
shopping_mall,candy,955,14,110,68.21,178557,0.5
shopping_mall,piece,1705,14,110,121.79,178557,1
shopping_mall,firework,256,14,110,18.29,178557,0.1
shopping_mall,bag,642,14,110,45.86,178557,0.4
shopping_mall,energydrink,678,14,110,48.43,178557,0.4
shopping_mall,beer,551,14,110,39.36,178557,0.3
shopping_mall,aluminum,366,14,110,26.14,178557,0.2
shopping_mall,knetterbal,264,14,110,18.86,178557,0.1
shopping_mall,redbull,391,14,110,27.93,178557,0.2
shopping_mall,cup,367,14,110,26.21,178557,0.2
shopping_mall,mcdonalds,228,14,110,16.29,178557,0.1
shopping_mall,drink,124,14,110,8.86,178557,0.1
shopping_mall,antaflu,365,14,110,26.07,178557,0.2
stadium,all,3170,8,110,396.25,178557,1.8
stadium,plastic,1649,8,110,206.12,178557,0.9
stadium,can,339,8,110,42.38,178557,0.2
stadium,wrapper,509,8,110,63.62,178557,0.3
stadium,paper,377,8,110,47.12,178557,0.2
stadium,metal,326,8,110,40.75,178557,0.2
stadium,cigarette,144,8,110,18,178557,0.1
stadium,bottle,187,8,110,23.38,178557,0.1
stadium,candy,238,8,110,29.75,178557,0.1
stadium,piece,276,8,110,34.5,178557,0.2
stadium,firework,53,8,110,6.62,178557,0
stadium,bag,220,8,110,27.5,178557,0.1
stadium,energydrink,175,8,110,21.88,178557,0.1
stadium,beer,83,8,110,10.38,178557,0
stadium,aluminum,64,8,110,8,178557,0
stadium,knetterbal,38,8,110,4.75,178557,0
stadium,redbull,98,8,110,12.25,178557,0.1
stadium,cup,67,8,110,8.38,178557,0
stadium,mcdonalds,84,8,110,10.5,178557,0
stadium,drink,38,8,110,4.75,178557,0
stadium,antaflu,83,8,110,10.38,178557,0
supermarket,all,24746,26,110,951.77,178557,13.9
supermarket,plastic,11584,26,110,445.54,178557,6.5
supermarket,can,3158,26,110,121.46,178557,1.8
supermarket,wrapper,3446,26,110,132.54,178557,1.9
supermarket,paper,2940,26,110,113.08,178557,1.6
supermarket,metal,2985,26,110,114.81,178557,1.7
supermarket,cigarette,2196,26,110,84.46,178557,1.2
supermarket,bottle,1240,26,110,47.69,178557,0.7
supermarket,candy,1582,26,110,60.85,178557,0.9
supermarket,piece,2474,26,110,95.15,178557,1.4
supermarket,firework,1510,26,110,58.08,178557,0.8
supermarket,bag,1325,26,110,50.96,178557,0.7
supermarket,energydrink,1265,26,110,48.65,178557,0.7
supermarket,beer,1233,26,110,47.42,178557,0.7
supermarket,aluminum,473,26,110,18.19,178557,0.3
supermarket,knetterbal,1330,26,110,51.15,178557,0.7
supermarket,redbull,610,26,110,23.46,178557,0.3
supermarket,cup,451,26,110,17.35,178557,0.3
supermarket,mcdonalds,312,26,110,12,178557,0.2
supermarket,drink,145,26,110,5.58,178557,0.1
supermarket,antaflu,626,26,110,24.08,178557,0.4
transit_station,all,70753,255,110,277.46,178557,39.6
transit_station,plastic,35208,255,110,138.07,178557,19.7
transit_station,can,8047,255,110,31.56,178557,4.5
transit_station,wrapper,10650,255,110,41.76,178557,6
transit_station,paper,7633,255,110,29.93,178557,4.3
transit_station,metal,7437,255,110,29.16,178557,4.2
transit_station,cigarette,5586,255,110,21.91,178557,3.1
transit_station,bottle,3246,255,110,12.73,178557,1.8
transit_station,candy,5502,255,110,21.58,178557,3.1
transit_station,piece,8131,255,110,31.89,178557,4.6
transit_station,firework,3061,255,110,12,178557,1.7
transit_station,bag,3716,255,110,14.57,178557,2.1
transit_station,energydrink,3243,255,110,12.72,178557,1.8
transit_station,beer,2602,255,110,10.2,178557,1.5
transit_station,aluminum,1499,255,110,5.88,178557,0.8
transit_station,knetterbal,2008,255,110,7.87,178557,1.1
transit_station,redbull,1610,255,110,6.31,178557,0.9
transit_station,cup,1581,255,110,6.2,178557,0.9
transit_station,mcdonalds,1512,255,110,5.93,178557,0.8
transit_station,drink,530,255,110,2.08,178557,0.3
transit_station,antaflu,2096,255,110,8.22,178557,1.2
all,all,152235,1420,120,107.21,178557,85.3
all,plastic,75648,1420,120,53.27,178557,42.4
all,can,17678,1420,120,12.45,178557,9.9
all,wrapper,21699,1420,120,15.28,178557,12.2
all,paper,16748,1420,120,11.79,178557,9.4
all,metal,16466,1420,120,11.6,178557,9.2
all,cigarette,11210,1420,120,7.89,178557,6.3
all,bottle,7274,1420,120,5.12,178557,4.1
all,candy,10721,1420,120,7.55,178557,6
all,piece,16456,1420,120,11.59,178557,9.2
all,firework,6261,1420,120,4.41,178557,3.5
all,bag,8174,1420,120,5.76,178557,4.6
all,energydrink,7234,1420,120,5.09,178557,4.1
all,beer,5895,1420,120,4.15,178557,3.3
all,aluminum,3074,1420,120,2.16,178557,1.7
all,knetterbal,4457,1420,120,3.14,178557,2.5
all,redbull,3733,1420,120,2.63,178557,2.1
all,cup,3736,1420,120,2.63,178557,2.1
all,mcdonalds,5926,1420,120,4.17,178557,3.3
all,drink,1139,1420,120,0.8,178557,0.6
all,antaflu,3936,1420,120,2.77,178557,2.2
bakery,all,19289,27,120,714.41,178557,10.8
bakery,plastic,9503,27,120,351.96,178557,5.3
bakery,can,1929,27,120,71.44,178557,1.1
bakery,wrapper,2954,27,120,109.41,178557,1.7
bakery,paper,2391,27,120,88.56,178557,1.3
bakery,metal,1793,27,120,66.41,178557,1
bakery,cigarette,1436,27,120,53.19,178557,0.8
bakery,bottle,825,27,120,30.56,178557,0.5
bakery,candy,1417,27,120,52.48,178557,0.8
bakery,piece,2283,27,120,84.56,178557,1.3
bakery,firework,1527,27,120,56.56,178557,0.9
bakery,bag,888,27,120,32.89,178557,0.5
bakery,energydrink,814,27,120,30.15,178557,0.5
bakery,beer,569,27,120,21.07,178557,0.3
bakery,aluminum,425,27,120,15.74,178557,0.2
bakery,knetterbal,1244,27,120,46.07,178557,0.7
bakery,redbull,432,27,120,16,178557,0.2
bakery,cup,406,27,120,15.04,178557,0.2
bakery,mcdonalds,284,27,120,10.52,178557,0.2
bakery,drink,167,27,120,6.19,178557,0.1
bakery,antaflu,562,27,120,20.81,178557,0.3
bar,all,16845,23,120,732.39,178557,9.4
bar,plastic,7595,23,120,330.22,178557,4.3
bar,can,2048,23,120,89.04,178557,1.1
bar,wrapper,2380,23,120,103.48,178557,1.3
bar,paper,2187,23,120,95.09,178557,1.2
bar,metal,2023,23,120,87.96,178557,1.1
bar,cigarette,1057,23,120,45.96,178557,0.6
bar,bottle,935,23,120,40.65,178557,0.5
bar,candy,1288,23,120,56,178557,0.7
bar,piece,2161,23,120,93.96,178557,1.2
bar,firework,447,23,120,19.43,178557,0.3
bar,bag,723,23,120,31.43,178557,0.4
bar,energydrink,884,23,120,38.43,178557,0.5
bar,beer,678,23,120,29.48,178557,0.4
bar,aluminum,362,23,120,15.74,178557,0.2
bar,knetterbal,347,23,120,15.09,178557,0.2
bar,redbull,473,23,120,20.57,178557,0.3
bar,cup,440,23,120,19.13,178557,0.2
bar,mcdonalds,265,23,120,11.52,178557,0.1
bar,drink,113,23,120,4.91,178557,0.1
bar,antaflu,462,23,120,20.09,178557,0.3
beauty_salon,all,3005,4,120,751.25,178557,1.7
beauty_salon,plastic,1454,4,120,363.5,178557,0.8
beauty_salon,can,448,4,120,112,178557,0.3
beauty_salon,wrapper,354,4,120,88.5,178557,0.2
beauty_salon,paper,348,4,120,87,178557,0.2
beauty_salon,metal,418,4,120,104.5,178557,0.2
beauty_salon,cigarette,214,4,120,53.5,178557,0.1
beauty_salon,bottle,199,4,120,49.75,178557,0.1
beauty_salon,candy,210,4,120,52.5,178557,0.1
beauty_salon,piece,379,4,120,94.75,178557,0.2
beauty_salon,firework,175,4,120,43.75,178557,0.1
beauty_salon,bag,162,4,120,40.5,178557,0.1
beauty_salon,energydrink,153,4,120,38.25,178557,0.1
beauty_salon,beer,209,4,120,52.25,178557,0.1
beauty_salon,aluminum,77,4,120,19.25,178557,0
beauty_salon,knetterbal,93,4,120,23.25,178557,0.1
beauty_salon,redbull,73,4,120,18.25,178557,0
beauty_salon,cup,92,4,120,23,178557,0.1
beauty_salon,mcdonalds,34,4,120,8.5,178557,0
beauty_salon,drink,22,4,120,5.5,178557,0
beauty_salon,antaflu,59,4,120,14.75,178557,0
book_store,all,10110,12,120,842.5,178557,5.7
book_store,plastic,4648,12,120,387.33,178557,2.6
book_store,can,1120,12,120,93.33,178557,0.6
book_store,wrapper,1581,12,120,131.75,178557,0.9
book_store,paper,1424,12,120,118.67,178557,0.8
book_store,metal,1045,12,120,87.08,178557,0.6
book_store,cigarette,519,12,120,43.25,178557,0.3
book_store,bottle,427,12,120,35.58,178557,0.2
book_store,candy,783,12,120,65.25,178557,0.4
book_store,piece,1262,12,120,105.17,178557,0.7
book_store,firework,208,12,120,17.33,178557,0.1
book_store,bag,481,12,120,40.08,178557,0.3
book_store,energydrink,399,12,120,33.25,178557,0.2
book_store,beer,438,12,120,36.5,178557,0.2
book_store,aluminum,261,12,120,21.75,178557,0.1
book_store,knetterbal,182,12,120,15.17,178557,0.1
book_store,redbull,242,12,120,20.17,178557,0.1
book_store,cup,247,12,120,20.58,178557,0.1
book_store,mcdonalds,152,12,120,12.67,178557,0.1
book_store,drink,81,12,120,6.75,178557,0
book_store,antaflu,301,12,120,25.08,178557,0.2
bus_station,all,7305,5,120,1461,178557,4.1
bus_station,plastic,3683,5,120,736.6,178557,2.1
bus_station,can,910,5,120,182,178557,0.5
bus_station,wrapper,807,5,120,161.4,178557,0.5
bus_station,paper,468,5,120,93.6,178557,0.3
bus_station,metal,853,5,120,170.6,178557,0.5
bus_station,cigarette,1149,5,120,229.8,178557,0.6
bus_station,bottle,361,5,120,72.2,178557,0.2
bus_station,candy,433,5,120,86.6,178557,0.2
bus_station,piece,395,5,120,79,178557,0.2
bus_station,firework,1310,5,120,262,178557,0.7
bus_station,bag,267,5,120,53.4,178557,0.1
bus_station,energydrink,432,5,120,86.4,178557,0.2
bus_station,beer,265,5,120,53,178557,0.1
bus_station,aluminum,120,5,120,24,178557,0.1
bus_station,knetterbal,1024,5,120,204.8,178557,0.6
bus_station,redbull,191,5,120,38.2,178557,0.1
bus_station,cup,96,5,120,19.2,178557,0.1
bus_station,mcdonalds,57,5,120,11.4,178557,0
bus_station,drink,50,5,120,10,178557,0
bus_station,antaflu,213,5,120,42.6,178557,0.1
cafe,all,21857,24,120,910.71,178557,12.2
cafe,plastic,10175,24,120,423.96,178557,5.7
cafe,can,2853,24,120,118.88,178557,1.6
cafe,wrapper,3065,24,120,127.71,178557,1.7
cafe,paper,2539,24,120,105.79,178557,1.4
cafe,metal,2767,24,120,115.29,178557,1.5
cafe,cigarette,1903,24,120,79.29,178557,1.1
cafe,bottle,1213,24,120,50.54,178557,0.7
cafe,candy,1633,24,120,68.04,178557,0.9
cafe,piece,2494,24,120,103.92,178557,1.4
cafe,firework,945,24,120,39.38,178557,0.5
cafe,bag,908,24,120,37.83,178557,0.5
cafe,energydrink,1204,24,120,50.17,178557,0.7
cafe,beer,1113,24,120,46.38,178557,0.6
cafe,aluminum,441,24,120,18.38,178557,0.2
cafe,knetterbal,830,24,120,34.58,178557,0.5
cafe,redbull,601,24,120,25.04,178557,0.3
cafe,cup,540,24,120,22.5,178557,0.3
cafe,mcdonalds,268,24,120,11.17,178557,0.2
cafe,drink,142,24,120,5.92,178557,0.1
cafe,antaflu,676,24,120,28.17,178557,0.4
department_store,all,5892,4,120,1473,178557,3.3
department_store,plastic,2832,4,120,708,178557,1.6
department_store,can,707,4,120,176.75,178557,0.4
department_store,wrapper,995,4,120,248.75,178557,0.6
department_store,paper,808,4,120,202,178557,0.5
department_store,metal,696,4,120,174,178557,0.4
department_store,cigarette,352,4,120,88,178557,0.2
department_store,bottle,329,4,120,82.25,178557,0.2
department_store,candy,470,4,120,117.5,178557,0.3
department_store,piece,703,4,120,175.75,178557,0.4
department_store,firework,171,4,120,42.75,178557,0.1
department_store,bag,261,4,120,65.25,178557,0.1
department_store,energydrink,328,4,120,82,178557,0.2
department_store,beer,199,4,120,49.75,178557,0.1
department_store,aluminum,138,4,120,34.5,178557,0.1
department_store,knetterbal,162,4,120,40.5,178557,0.1
department_store,redbull,171,4,120,42.75,178557,0.1
department_store,cup,156,4,120,39,178557,0.1
department_store,mcdonalds,88,4,120,22,178557,0
department_store,drink,51,4,120,12.75,178557,0
department_store,antaflu,189,4,120,47.25,178557,0.1
gas_station,all,11632,16,120,727,178557,6.5
gas_station,plastic,5453,16,120,340.81,178557,3.1
gas_station,can,1569,16,120,98.06,178557,0.9
gas_station,wrapper,1720,16,120,107.5,178557,1
gas_station,paper,1598,16,120,99.88,178557,0.9
gas_station,metal,1475,16,120,92.19,178557,0.8
gas_station,cigarette,795,16,120,49.69,178557,0.4
gas_station,bottle,552,16,120,34.5,178557,0.3
gas_station,candy,764,16,120,47.75,178557,0.4
gas_station,piece,1472,16,120,92,178557,0.8
gas_station,firework,216,16,120,13.5,178557,0.1
gas_station,bag,822,16,120,51.38,178557,0.5
gas_station,energydrink,611,16,120,38.19,178557,0.3
gas_station,beer,605,16,120,37.81,178557,0.3
gas_station,aluminum,230,16,120,14.38,178557,0.1
gas_station,knetterbal,164,16,120,10.25,178557,0.1
gas_station,redbull,309,16,120,19.31,178557,0.2
gas_station,cup,260,16,120,16.25,178557,0.1
gas_station,mcdonalds,196,16,120,12.25,178557,0.1
gas_station,drink,70,16,120,4.38,178557,0
gas_station,antaflu,282,16,120,17.62,178557,0.2
grocery_or_supermarket,all,30932,34,120,909.76,178557,17.3
grocery_or_supermarket,plastic,14677,34,120,431.68,178557,8.2
grocery_or_supermarket,can,3896,34,120,114.59,178557,2.2
grocery_or_supermarket,wrapper,4256,34,120,125.18,178557,2.4
grocery_or_supermarket,paper,3650,34,120,107.35,178557,2
grocery_or_supermarket,metal,3704,34,120,108.94,178557,2.1
grocery_or_supermarket,cigarette,2483,34,120,73.03,178557,1.4
grocery_or_supermarket,bottle,1486,34,120,43.71,178557,0.8
grocery_or_supermarket,candy,2033,34,120,59.79,178557,1.1
grocery_or_supermarket,piece,3261,34,120,95.91,178557,1.8
grocery_or_supermarket,firework,2114,34,120,62.18,178557,1.2
grocery_or_supermarket,bag,1584,34,120,46.59,178557,0.9
