Var1,Freq,pc
plastic leaf,5,0
plastic take out containers,5,0
plasticclip,5,0
plasticfoil,5,0
plasticlaminatedpaper,5,0
plasticstirrer,5,0
prijskaartje,5,0
puin,5,0
redbull energy drink metal can,5,0
redd’s,5,0
schultenbräu,5,0
shake,5,0
sigarettenpeul,5,0
siliconen,5,0
singeluseplastic,5,0
sluitklipje,5,0
small plastic fragments,5,0
snackpackaging,5,0
soft d?,5,0
sorbo,5,0
speaker,5,0
spraycancap,5,0
spraydeodorant,5,0
straws,5,0
stuffing material,5,0
styrofoamsucks,5,0
sweet corner,5,0
sweppes,5,0
syntheticfibres,5,0
Tétra brick,5,0
tighraps,5,0
tobaccopacket,5,0
tradingcard,5,0
traypaper,5,0
up,5,0
vako kozijnen,5,0
verpakking papieren zakdoek,5,0
vezeldoekje,5,0
vissersafval,5,0
vorkje,5,0
votka,5,0
vuurwerk restant,5,0
waterflesje,5,0
wd40,5,0
zakdoekverpakking,5,0
zakkje,5,0
ziplock small,5,0
zonnebloempitten,5,0
.,4,0
02life,4,0
030,4,0
2 pieces,4,0
2411,4,0
2hands,4,0
4photosfillingbottle,4,0
5pieces,4,0
6x,4,0
abnamro,4,0
absolut wodka,4,0
adblue,4,0
advil,4,0
ag,4,0
agriculture,4,0
airfreshner,4,0
alchohol,4,0
amsterdamcoffee,4,0
angelo’s,4,0
appeldrink,4,0
aquapanna,4,0
aquatop,4,0
aromata,4,0
arpi,4,0
asbest,4,0
aurele,4,0
baby bottle,4,0
badminton,4,0
bak,4,0
bakker Bart,4,0
bakkersbest,4,0
balletjes,4,0
bar-le-duc,4,0
batavus,4,0
battary,4,0
bavariacorperate,4,0
bayer,4,0
bear,4,0
beck,4,0
beck’s,4,0
beckers,4,0
beckys,4,0
beer bottle,4,0
beer heineken,4,0
beercrowns,4,0
beerwrapper,4,0
bellarom,4,0
benjerrys,4,0
benson&hedges,4,0
bentasil,4,0
bethemessenger,4,0
big mac,4,0
bijrivierdemark,4,0
bike lock,4,0
bison,4,0
bloembak,4,0
blueberry,4,0
bones,4,0
bottlecaps,4,0
bounry,4,0
bow,4,0
boxershorts,4,0
bramladage,4,0
branik,4,0
breaklight,4,0
breaky,4,0
broncos,4,0
brouwerij,4,0
brouwers bier,4,0
bruynzeel,4,0
bubbelicious,4,0
bubbelwrap,4,0
bucket piece,4,0
bud,4,0
bullitenergydrink,4,0
bunting,4,0
buoy,4,0
burger King,4,0
busfare,4,0
bustia,4,0
buttermilk,4,0
butts,4,0
buval,4,0
cadbury,4,0
cafetariazuid,4,0
caj,4,0
callingcard,4,0
calvé,4,0
cammel,4,0
campino,4,0
can heineken,4,0
candypaper,4,0
canopener,4,0
cantab,4,0
capri-sun,4,0
capsindirt,4,0
cara,4,0
carbonmonoxide,4,0
carlight,4,0
carmirror,4,0
cartboard,4,0
cena,4,0
chaincover,4,0
cherry,4,0
chewinggum wrapper,4,0
chipcard,4,0
choceur,4,0
chochomel,4,0
chocomilk,4,0
chovi,4,0
christmastree,4,0
chuppachups,4,0
ci,4,0
cigarbutt,4,0
cigarillos,4,0
classic,4,0
clay,4,0
cleaner,4,0
clear,4,0
clips,4,0
clubmate,4,0
coat,4,0
Coca cola,4,0
cocaine/speed,4,0
coco,4,0
cococala,4,0
coffeecreamer,4,0
coka cola,4,0
containeridentificatiechip,4,0
contenda,4,0
corn,4,0
coted'or,4,0
cristainine,4,0
cristalinr,4,0
croma,4,0
curtainrunner,4,0
dakota,4,0
dalfin,4,0
dalphine,4,0
Danone,4,0
dash,4,0
day,4,0
De klok,4,0
de wit,4,0
deka markt,4,0
delmonte,4,0
demolensbanket,4,0
dennis van de ven,4,0
derlon,4,0
desparados,4,0
dessertmint,4,0
dextroenergy,4,0
diepvrieszakje,4,0
dishcloth,4,0
disposible,4,0
dog poo bag,4,0
dog toy,4,0
Dommelsch bier,4,0
Douwe Egberts,4,0
dr.tom’s,4,0
drankzakje,4,0
dropmakers,4,0
duct,4,0
dumil,4,0
dyper,4,0
eb,4,0
edding,4,0
edet,4,0
efes,4,0
ei,4,0
Electric wire,4,0
electricitycable,4,0
elegance,4,0
elektronica,4,0
energy bar,4,0
energygell,4,0
eraser,4,0
erdinger,4,0
espresso,4,0
fabrik,4,0
fake flower,4,0
fakeflowers,4,0
fakeplant,4,0
fan,4,0
fender,4,0
fietsband,4,0
fietszadelbeschermer,4,0
finish,4,0
Firework,4,0
fishbait,4,0
fixodent,4,0
flaggis,4,0
flesjes,4,0
flun,4,0
foodbox,4,0
footlocker,4,0
force,4,0
fransbauer,4,0
freeway cola,4,0
fresh,4,0
freshlite,4,0
frikandelbakje,4,0
fristi bottle,4,0
Fruitella,4,0
fruzetea,4,0
fulfil,4,0
g,4,0
galilei,4,0
gall,4,0
games,4,0
garbish,4,0
garfield,4,0
gas patern,4,0
gaulloise,4,0
gaulloisses,4,0
gb,4,0
gemeentedenhaag,4,0
gemies afval,4,0
germany,4,0
gevuldekoek,4,0
ghostgear,4,0
giftwrap,4,0
gillette,4,0
glamour,4,0
glenhood,4,0
goedland,4,0
goodmark,4,0
goorke,4,0
gordon's,4,0
grace,4,0
granditalia,4,0
grasscompany,4,0
groenrijk,4,0
grofvuil,4,0
gulpener beer,4,0
gulpener bier,4,0
H&M,4,0
haagse,4,0
hamburgerbox,4,0
hamburgermenu,4,0
hamka,4,0
hand,4,0
harderwijk,4,0
haring,4,0
harlekijn,4,0
hart,4,0
hawaii,4,0
hawaitropical,4,0
heinikem,4,0
hookah,4,0
hoop huis,4,0
hopjes paper,4,0
hunkemoller,4,0
hurryup,4,0
ibis,4,0
iets,4,0
iglo,4,0
ijburg,4,0
ijslolly,4,0
ijspapier,4,0
inabottle,4,0
inlay,4,0
intersport,4,0
Intratuin,4,0
isolatie,4,0
isolation foam,4,0
istanbul,4,0
j,4,0
ja,4,0
jack daniel,4,0
jacobs,4,0
jaja,4,0
jajaworld,4,0
jam,4,0
jb,4,0
jefi,4,0
jimmys,4,0
johma salade,4,0
jointroller,4,0
jordan,4,0
jp chenet,4,0
juce,4,0
jumbk,4,0
jumbo appelsap bottel plastic,4,0
jysk,4,0
k,4,0
kaart,4,0
kasztelan,4,0
katakit,4,0
keycord,4,0
khamseh,4,0
kindermark,4,0
king paper aluminium,4,0
kingkong,4,0
kitekat,4,0
kleerhanger,4,0
kleine japie,4,0
klok bier,4,0
knicklicht balzer,4,0
knijpfruit,4,0
knives,4,0
knoppes,4,0
knot,4,0
kopfer,4,0
krat,4,0
kristaline,4,0
kroon,4,0
krosso,4,0
kuhne,4,0
kühne,4,0
kuin,4,0
laces,4,0
lagerbeer,4,0
landar,4,0
lantern,4,0
lasebo,4,0
laughing,4,0
lavAzza,4,0
lay’s,4,0
lecoq,4,0
leenbakker,4,0
library,4,0
lidring,4,0
light string,4,0
lilly,4,0
lion paper,4,0
liptonice can aluminium,4,0
liquids,4,0
listerine,4,0
loka,4,0
lolipop,4,0
lollystok,4,0
lollywrapper,4,0
lomza,4,0
look a look,4,0
luciferdoosje,4,0
maashorst,4,0
mac,4,0
macflurry,4,0
marijuana,4,0
match,4,0
maxverstappen,4,0
megaforte,4,0
melon,4,0
mendelez,4,0
metro,4,0
miamiblue,4,0
milky-way,4,0
milkywaywrapper,4,0
mineraalwater,4,0
mineralwater,4,0
mini salami,4,0
minion,4,0
ministars,4,0
mobil,4,0
mondkap,4,0
mondwater,4,0
monitor,4,0
moskovskaya,4,0
motor,4,0
motor oil,4,0
movie,4,0
mozzarella,4,0
mrfreeze,4,0
munition,4,0
museum,4,0
naastmilieustraat,4,0
nac,4,0
nailpolish,4,0
nature valley,4,0
near garbagebin,4,0
news,4,0
next to garbagebin,4,0
nissin,4,0
nitrous oxide capsules,4,0
northsea,4,0
oakheart,4,0
oceancleanup,4,0
oetker,4,0
oldamsterdam,4,0
om,4,0
only,4,0
operation,4,0
opisop,4,0
orangesoda,4,0
orion,4,0
ozkaynak,4,0
paal,4,0
palmolive,4,0
panos,4,0
panty,4,0
Passoa,4,0
pastic,4,0
pastic cigarettepack wrapper,4,0
patronus,4,0
paturain,4,0
peach,4,0
peanutbutter,4,0
peipschuim,4,0
pellet,4,0
penaqua,4,0
Perlenbacher,4,0
perlenbacher pils,4,0
PET,4,0
petrikov,4,0
pfanner,4,0
phillips,4,0
phonecase,4,0
pickup10,4,0
pieceofbike,4,0
pipas,4,0
piping,4,0
Pitt Bier,4,0
pla,4,0
plaatic,4,0
pladty,4,0
plantingpot,4,0
plast,4,0
Plastic beker,4,0
plastic cutlery,4,0
plastic dopje,4,0
plastic flower,4,0
plastic knife,4,0
plastic toy,4,0
plastic tub,4,0
plastic visdraad,4,0
plastic wire,4,0
plasticbottletop,4,0
plasticcordon,4,0
plasticpen,4,0
plasticsalad,4,0
plectrum,4,0
plsstic,4,0
polsbandje,4,0
pontmeyer,4,0
pony pak,4,0
popsickle,4,0
post brief,4,0
potatochipsbag,4,0
potje,4,0
power fontein firework paper,4,0
ppc,4,0
pre workout,4,0
print,4,0
pro activ,4,0
profile,4,0
prorail,4,0
protector,4,0
proviact,4,0
pueblo,4,0
puma,4,0
pursfoam,4,0
puzzle,4,0
pvcbuis,4,0
pyramide,4,0
qe,4,0
qpsm,4,0
quellbrunnen,4,0
r,4,0
rack,4,0
Radler,4,0
rang,4,0
rdw,4,0
rearlight,4,0
reclamefolders,4,0
Red Bull,4,0
Redbull,4,0
regina,4,0
rest,4,0
rio,4,0
Rizzla,4,0
robijn,4,0
rocketshot,4,0
rocks,4,0
rolling papers,4,0
roofpanel,4,0
rubber handschoen,4,0
safety,4,0
salmiakko,4,0
sandal,4,0
sandoz,4,0
sandwichpacket,4,0
sanex,4,0
sanmiguel,4,0
saus zakje,4,0
sawing,4,0
schatkist,4,0
scheepvaart,4,0
schulen,4,0
schulp,4,0
schuurspons,4,0
schuursponsje,4,0
schwyzer kräuteru,4,0
scissor,4,0
sharp object,4,0
shaving,4,0
shawl,4,0
shipmaterial,4,0
shovel,4,0
showa,4,0
shuttle,4,0
sigaretpack,4,0
sigaretpackage,4,0
silica gel,4,0
silicon,4,0
sirius,4,0
sixpack wrapper,4,0
skateboard,4,0
skylantern,4,0
sleutelhanger,4,0
smintbox,4,0
smoke,4,0
smurf,4,0
snelbinders,4,0
snellejapie,4,0
snotlap,4,0
sodacan Lidl,4,0
sokken,4,0
solatio,4,0
solvera,4,0
Sondey,4,0
sonnemacola,4,0
source,4,0
sourz,4,0
spaans,4,0
spain,4,0
spatbord,4,0
spatulacoffeestirrer,4,0
speculaas,4,0
sperone,4,0
spiegel,4,0
spiritus,4,0
sport drink,4,0
sportlive,4,0
spring,4,0
stamp,4,0
star,4,0
Starbucks,4,0
starmix,4,0
steen tegel,4,0
stella,4,0
stella artois,4,0
sticks,4,0
stimorol wrapper,4,0
stirstick,4,0
stofzuiger,4,0
stofzuigerzak,4,0
stokje,4,0
straightaway,4,0
Strand van Kijkduin,4,0
street,4,0
stringtrimmer,4,0
stripes,4,0
stroopwafel,4,0
struyk,4,0
sucker,4,0
sunbreaks,4,0
sunday,4,0
syringe,4,0
tapijt,4,0
taribi,4,0
tastygood,4,0
tea light,4,0
teabagwrapper,4,0
tealicious,4,0
tefal,4,0
tempo plastic,4,0
tennis-ball,4,0
teresse,4,0
tesa,4,0
texas,4,0
thee,4,0
thepowershopnl,4,0
thinpaper,4,0
thuisbezorgd,4,0
thunder king firework paper plastic,4,0
tip,4,0
tnt,4,0
toffix,4,0
tommies,4,0
tony's chocolonely,4,0
toothpasta,4,0
topdrop,4,0
touwtje,4,0
traffic board,4,0
trashcan,4,0
trek,4,0
treklipje,4,0
tshirt,4,0
Tuc,4,0
tv,4,0
uggy,4,0
uifit,4,0
utensil,4,0
van gilse,4,0
van Nelle shag,4,0
vangils,4,0
vangilse,4,0
vannelleshag,4,0
vase,4,0
vaseline,4,0
Veltins,4,0
visnet,4,0
vita,4,0
vitakraft,4,0
vitamine water,4,0
vitaminedrink,4,0
vlaggetje,4,0
vlugge,4,0
vogel,4,0
vrumona,4,0
vuurpijlstandaard,4,0
w,4,0
wafle,4,0
walibi,4,0
watercup,4,0
watt-rot,4,0
wcdoekjes,4,0
weduwevisser,4,0
weed poeder,4,0
weightcare,4,0
weightwatchers,4,0
whipes,4,0
whisk,4,0
whisky cola,4,0
wietkoker,4,0
wildbeencafe,4,0
wilheminapepermunt,4,0
william,4,0
wilson,4,0
win,4,0
windowcleaner,4,0
wine bottle,4,0
wish balloon,4,0
wonders,4,0
wttv,4,0
xilyfresh,4,0
xxl,4,0
yummieyummie,4,0
zadelhoes,4,0
zagazoe,4,0
zegel,4,0
zelfie,4,0
zo.,4,0
zonnebrand,4,0
zott,4,0
zuivelmeester,4,0
0.0,4,0
active o2,4,0
ah basic energy drink metal can,4,0
ah plastic bottle,4,0
ah wrapper,4,0
alfredo,4,0
alluminium wrap,4,0
aluminiumplastic,4,0
alumium,4,0
antiek,4,0
apfelkorn,4,0
ariva,4,0
arizonatea,4,0
arriva bus ticket,4,0
auto drop,4,0
baby tissues,4,0
bagcandy,4,0
balloonstring,4,0
baloons,4,0
bamboo,4,0
baskins robbins,4,0
belastingdienst,4,0
bestek,4,0
bicardi,4,0
bike bell,4,0
binnenband fiets,4,0
birdsfood,4,0
blackbruin,4,0
bo,4,0
boodschappenlijstje,4,0
BOSBAASyes,4,0
broodzakdichtbinder,4,0
bubblewrapper,4,0
buis,4,0
BUSHBOSSyes,4,0
buurtkoekjes,4,0
can tab,4,0
candywraper,4,0
cashreceipt,4,0
cgpm,4,0
champagnefles,4,0
chewing-gum wrapper,4,0
chewinggumpacket,4,0
chipskoker,4,0
chipsverpakking,4,0
chipswrapper,4,0
choco prince,4,0
chokolate,4,0
church,4,0
cigarette package,4,0
cigarette paper,4,0
cigarettepackwrapper,4,0
cloth sock,4,0
club social,4,0
coca cola blikje,4,0
cocacola.,4,0
coffeetogo,4,0
constructionmaterial,4,0
cookenboon,4,0
coughdrop,4,0
cube,4,0
dairymilk,4,0
de zaanse hoeve,4,0
dehaantankstation,4,0
deksel koffiebeker,4,0
deodorantcontainer,4,0
dogpoopbag,4,0
dominospizza,4,0
doos,4,0
doosje,4,0
dorspilsener,4,0
dr. pepper,4,0
drink fruit wicky,4,0
drinkkarton groot,4,0
drinksother,4,0
drugspouch,4,0
drugsseal,4,0
dumping,4,0
eetsmakelijk,4,0
electricitywire,4,0
energyforce,4,0
engergydrink,4,0
etikette,4,0
etui,4,0
eukaluptus,4,0
facory,4,0
flowertray,4,0
fuel receipt,4,0
geldautomaat,4,0
gemeente leiden,4,0
glasscherven,4,0
gulpenerbeer,4,0
heinekencan,4,0
hero btween,4,0
hertog jan bieren,4,0
hertoghjan,4,0
houtrustweg,4,0
icecream wrapper,4,0
insteekhoes,4,0
ivana,4,0
jumpskillz,4,0
k20,4,0
kaars,4,0
kapot stukje speelgoed,4,0
kartonnen,4,0
katoen theedoek,4,0
kinderschokobons,4,0
kippie paper bag,4,0
kit kat,4,0
kluswijs kassabon,4,0
knetterbalpiece,4,0
knopperts,4,0
kwarkverpakking,4,0
l & m,4,0
lakritz,4,0
latexglove,4,0
layspotatoechipswrapper,4,0
lightningwire,4,0
lightweight,4,0
liturgie,4,0
lollipop wrapper,4,0
magnumwrap,4,0
mandarin peel,4,0
markt,4,0
marlbore,4,0
martens,4,0
mc cafee,4,0
mcdonalds m,4,0
metroticket,4,0
mixmax,4,0
nailfile,4,0
nitrous oxide cylinder,4,0
oilcan,4,0
olvarite,4,0
onderbroek,4,0
orange drink,4,0
overall,4,0
packaging material,4,0
padlock,4,0
paper napkin,4,0
paper tray,4,0
papieren tissue,4,0
papieren zakdoek / tissue,4,0
papierenbeker,4,0
parkschool,4,0
piece of foam,4,0
pilstrip,4,0
pim tank,4,0
plasiclid,4,0
plaste,4,0
plastic buisje,4,0
plastic lids,4,0
plastic plate,4,0
plastic rietje,4,0
plastic ring,4,0
plastic vorkje,4,0
plastic/paper,4,0
plastic[g]love,4,0
plasticbag for drugs,4,0
plasticlint,4,0
plasticstrawwrapper,4,0
polaris,4,0
post it,4,0
puppet,4,0
qmusic,4,0
qpark,4,0
qqr,4,0
quelbron,4,0
quiellbrunn,4,0
reusable,4,0
rolling paper,4,0
salade verpakking,4,0
santaemilia,4,0
saus cup,4,0
schoolspullen,4,0
seal bag,4,0
sensas,4,0
servett,4,0
sigarettesbutt,4,0
silicongel,4,0
sillicone,4,0
silverpaper,4,0
slimpie,4,0
smal piece of,4,0
snoetenpoetser,4,0
softicecorner,4,0
spatbord fiets,4,0
sportsgel,4,0
squeezemetal,4,0
staal,4,0
statiegeld fles,4,0
sucarstick,4,0
sugar bag,4,0
sugarpack,4,0
sugerland,4,0
tabaco,4,0
texiel,4,0
tin can energy drink,4,0
tin can jumbo,4,0
tinq,4,0
towl,4,0
trash bag,4,0
tucalyptusmenthol,4,0
tum tum,4,0
unicel,4,0
vloei pakje,4,0
waste wood,4,0
wattenschijfje,4,0
waxinelicht cupje,4,0
wijnfles,4,0
windowwhiper,4,0
wodkabottle,4,0
wrapper corner,4,0
wrapperpiece,4,0
x10,4,0
yoghurt verpakking,4,0
zigarette,4,0
zonnebril,4,0
02,3,0
10x,3,0
2 van de vele peukenpakjes die overal liggen.,3,0
2secondscleanup,3,0
30secondswellspend,3,0
4move,3,0
5x,3,0
7klapper,3,0
7x,3,0
aadrank,3,0
AAdrinks,3,0
aannemers,3,0
aanstekers,3,0
activa,3,0
adhd,3,0
adicto,3,0
admission ticket,3,0
ah cola,3,0
ah icetea,3,0
Albert Heijn,3,0
aleve,3,0
almdudler,3,0
aloes,3,0
Aloëvera,3,0
ambipur,3,0
amigo tequila,3,0
ammonia,3,0
andrelon,3,0
antirootfoil,3,0
apeldoornrein,3,0
aperol,3,0
apetina,3,0
arizon,3,0
arm,3,0
at,3,0
atomic,3,0
australian,3,0
autoband,3,0
avogel,3,0
ba,3,0
bac,3,0
bag ah,3,0
bag full of collected litter,3,0
bakery,3,0
baksteen,3,0
balea,3,0
ballonnon,3,0
balloonhouder,3,0
ballsy,3,0
balpen,3,0
balzer,3,0
banaanenschil,3,0
baracoa,3,0
barbie,3,0
baseball,3,0
baseballcap,3,0
bavaria bottle glass,3,0
bb,3,0
bcmilkshake,3,0
beads,3,0
bee,3,0
beeksebergen,3,0
befresh,3,0
ben and jerrys,3,0
bensonhedges,3,0
bepanthen,3,0
berrak,3,0
bestrating,3,0
beyond,3,0
bezem,3,0
bh,3,0
bicyclelamp,3,0
bicyclepump,3,0
bierblikjes,3,0
biffi,3,0
bigfoot,3,0
bigpeace,3,0
bijsluiter,3,0
bike lamp,3,0
bikeparts,3,0
billendoekjes,3,0
billyboy,3,0
bindmateriaal,3,0
bintang,3,0
binyourbutts,3,0
bio,3,0
birdfeednet,3,0
blanchedael,3,0
blastoff,3,0
blinds,3,0
bloem,3,0
bocca,3,0
bodyfit,3,0
bollo,3,0
bolsius,3,0
bonappetit,3,0
bonbonia,3,0
bonjour,3,0
bonuscard,3,0
boompie,3,0
boonekamp,3,0
bos,3,0
bosch,3,0
bosmaaier,3,0
boter,3,0
bottle etiket,3,0
box of beer,3,0
brake cleaner,3,0
brandt,3,0
breur,3,0
brie,3,0
britneyspears,3,0
brosse eierkoek,3,0
brouwerijtij,3,0
bruno banani,3,0
bubbalicious,3,0
bubble blower,3,0
bullitholder,3,0
bullits,3,0
burner,3,0
but,3,0
buxton,3,0
cableplastic,3,0
calendar,3,0
calippo ice,3,0
callipo,3,0
cambridge,3,0
camdy,3,0
camera,3,0
can cap,3,0
cand,3,0
candel,3,0
candy stick,3,0
candyinside,3,0
cane,3,0
cappucino,3,0
capri sonne,3,0
caps,3,0
captain,3,0
car tyre,3,0
caramac,3,0
carcarpet,3,0
cardbord,3,0
carex,3,0
carglass,3,0
carmaintenance,3,0
carnitine,3,0
carrier,3,0
carsprint,3,0
carton box,3,0
cartonpackage,3,0
carwheel,3,0
case,3,0
cauloises,3,0
cava,3,0
cavelli,3,0
cdbox,3,0
cecemel,3,0
cenb,3,0
ceramics,3,0
cerealbar,3,0
cetabever,3,0
cf,3,0
chantre,3,0
charcoal,3,0
charlies,3,0
chaudfotaine,3,0
cheeseburger,3,0
cheesedippers,3,0
cheesestrings,3,0
chefselect,3,0
chewinggum pack,3,0
chewinggumpackage,3,0
chewingum,3,0
chickennuggets,3,0
chocobons,3,0
chokotoff,3,0
chuwinggum,3,0
cigarettebuds,3,0
cigarettenhouder,3,0
cigarettepacket,3,0
cigarillobox,3,0
cigerette,3,0
ciggarettes,3,0
cimarosa,3,0
cinzano,3,0
cleanit,3,0
clearblue,3,0
clif,3,0
clingfilm,3,0
cloths,3,0
clove,3,0
coal,3,0
coatguard,3,0
coatprotector,3,0
coffeelid,3,0
coins,3,0
Coke,3,0
collar,3,0
color pen,3,0
compactdisc,3,0
confeteria,3,0
Conimex,3,0
conqueror,3,0
contact,3,0
cook,3,0
coors,3,0
côte d'or,3,0
cote dor,3,0
creme,3,0
cristal clear,3,0
cristalalken,3,0
crowni,3,0
cu,3,0
cupboard,3,0
cupplastic,3,0
curry,3,0
curver,3,0
custard,3,0
dalphhin,3,0
daro,3,0
de banketgroep,3,0
debijenkorf,3,0
deheer,3,0
dekoffiezaak,3,0
Den Dolder,3,0
depodog,3,0
deposit return,3,0
dettol,3,0
diamant,3,0
diazepam,3,0
diele,3,0
dildo,3,0
dink,3,0
diplomat,3,0
dirks,3,0
dirty,3,0
disgusting,3,0
dobber,3,0
dogsnack,3,0
donorbox,3,0
doordrukstrip,3,0
doppio,3,0
Dors,3,0
doublehappiness,3,0
douwe Egberts,3,0
douwe ergberts,3,0
dp,3,0
dragon,3,0
dressguard,3,0
dressing,3,0
drfood,3,0
drink can,3,0
drinkgel,3,0
drinkstraw,3,0
droptoffee,3,0
ducks,3,0
dustmask,3,0
ear,3,0
earpiece,3,0
earth water,3,0
earthwater,3,0
eat natural,3,0
eaudetoilette,3,0
eindhoven,3,0
electra draad,3,0
electriciteitsdraad,3,0
elinas,3,0
ellaskitchen,3,0
eltequilo,3,0
embleem,3,0
end,3,0
ener,3,0
enercy,3,0
energiedrink bullit,3,0
energiegel,3,0
energydrink Albert Hein,3,0
energydrinks,3,0
energyfrink,3,0
enforce,3,0
engergiegel,3,0
enrgydrnk,3,0
enschotsebaan,3,0
era,3,0
eristof vodka,3,0
esse,3,0
estella,3,0
evennaardedierenarts,3,0
exoot,3,0
extra,3,0
fake,3,0
fakeleaves,3,0
farmer,3,0
fauxleather,3,0
felsgold,3,0
fernades,3,0
fibres,3,0
filled,3,0
finiworld,3,0
Finkbrau biere,3,0
fireball,3,0
firelighter,3,0
firstcola,3,0
fisherman’sfriend,3,0
fishermansfriends,3,0
fishfood,3,0
fishhook,3,0
fishing line,3,0
flags,3,0
fleswikkel,3,0
fleuril,3,0
flyers,3,0
foco coconutjuice,3,0
ford,3,0
freechoice,3,0
freezerbag,3,0
french fried paper bag,3,0
freshbite,3,0
friesland,3,0
frist,3,0
frity,3,0
frizzle,3,0
fruitbox,3,0
fruitlabel,3,0
fruitschoot,3,0
fruittela,3,0
fudge,3,0
fuska,3,0
Fuzetea,3,0
gaasbeek,3,0
gallo,3,0
gangster,3,0
garbage bag,3,0
garbitch,3,0
gardenseatpillow,3,0
garlands,3,0
gasbus,3,0
gasoline,3,0
gasstation,3,0
gaz,3,0
gingerale,3,0
glacekoek,3,0
glasses cloth,3,0
glowsticks,3,0
godiva,3,0
goodmorning,3,0
grafitti,3,0
greaseholder,3,0
green ice tea,3,0
greenicetea,3,0
greenmold,3,0
grocerylist,3,0
grolsh,3,0
gulden draak,3,0
gumblister,3,0
h2eau,3,0
haagse hopjes,3,0
haar,3,0
hagelslag,3,0
hallmark,3,0
halo,3,0
hamburgerdoosje,3,0
hamsterbollies,3,0
hangplek,3,0
hardware,3,0
harino,3,0
hartevelt,3,0
hashbag,3,0
haust,3,0
hazelnut,3,0
hb,3,0
heater,3,0
heijmans,3,0
hempwraps,3,0
hennessy,3,0
hero cassis,3,0
hertog jan beer,3,0
Hertog Jan bier,3,0
hertog jan blik,3,0
hg,3,0
higway,3,0
hokeybal,3,0
hollandia beer,3,0
holtland beer,3,0
honig,3,0
huawei,3,0
huggies,3,0
huishoudfolie,3,0
huzaren slaatje,3,0
hyperfontein,3,0
ice stick,3,0
icelollystick,3,0
icetra,3,0
igers,3,0
ijsbakje,3,0
in the water,3,0
inkt,3,0
instruction manual,3,0
ipparking,3,0
italiamo,3,0
jackinthebox,3,0
jigsawpiece,3,0
jim beam,3,0
jimmy's,3,0
jointpack,3,0
joma,3,0
jonko,3,0
joy,3,0
jug,3,0
juicecarton,3,0
juicy,3,0
jumbo appelsap,3,0
kaapse,3,0
kaartje,3,0
kafmolen,3,0
kalbrau,3,0
kania,3,0
kapot,3,0
karwei kassabon,3,0
kassabon granenbroek,3,0
katjes,3,0
katwijk,3,0
kavza,3,0
kfc cup,3,0
kfc plastic cup,3,0
kiko,3,0
kind,3,0
Kinder bueno,3,0
kindercountry,3,0
kinepolis,3,0
king peppermunt,3,0
kinley,3,0
kleanup,3,0
klingfilm,3,0
klokhuis,3,0
kne,3,0
knoop,3,0
knuspy,3,0
koek happers,3,0
koffiecreamer,3,0
komo,3,0
konigpilsener,3,0
koolzuurpatronen,3,0
koptelefoon,3,0
kouwgom,3,0
kpn,3,0
kraax,3,0
kristalzuiver,3,0
kroonoil,3,0
kubus,3,0
kussen,3,0
la trappe,3,0
la vache qui rit,3,0
ladybug,3,0
laminate,3,0
lampoil,3,0
lampshade,3,0
landbrau,3,0
landhof,3,0
lastic,3,0
lattemachiato,3,0
lavazzo,3,0
lavenezia,3,0
layas,3,0
layschips,3,0
ledlight,3,0
leidingisolatie,3,0
lekker,3,0
lenco,3,0
lens,3,0
leonidas,3,0
LeRoyTuin,3,0
licor43,3,0
lidle,3,0
lieblich,3,0
lijm,3,0
lindemans,3,0
linesse,3,0
lipton ice tea plastic,3,0
liqua,3,0
liquor43,3,0
list,3,0
litterbag,3,0
lolly stokje,3,0
lorenz,3,0
lotion,3,0
lotsofotherstuff,3,0
lovilio,3,0
luchies,3,0
Lucky strike,3,0
lugagetie,3,0
lunchbox,3,0
m m,3,0
M&M verpakking,3,0
magicman,3,0
malthesers,3,0
mamanatuur,3,0
mamba,3,0
maribel,3,0
maribo,3,0
marqt,3,0
marshmallows,3,0
mastersport,3,0
math,3,0
mauxion,3,0
maxbar,3,0
mcgregor,3,0
mcgregor&son,3,0
mega,3,0
megaforce energy drink,3,0
megastrong,3,0
melkkan,3,0
mens,3,0
menthos,3,0
Mentos,3,0
meranolungo,3,0
merci plastic aluminium,3,0
met,3,0
methylfenidaat,3,0
midi,3,0
milbone,3,0
milch schnitte,3,0
milkcan,3,0
milkshakecup,3,0
mobile,3,0
moerenburg,3,0
mold,3,0
moments&more,3,0
monday,3,0
mondos,3,0
mooi,3,0
more,3,0
mouthwash,3,0
mp,3,0
mp3,3,0
muesli-reep,3,0
munt,3,0
muntdrop,3,0
muts,3,0
natur,3,0
necklace,3,0
nectar,3,0
nerfdart,3,0
netto,3,0
newyorker,3,0
NH hotels,3,0
nicotine,3,0
NLschoon,3,0
no alcohol,3,0
nocap,3,0
nodeposit,3,0
noequelle,3,0
non-recyclable,3,0
noodle,3,0
noozpack,3,0
nougat,3,0
nowandlater,3,0
nurofen,3,0
o2life,3,0
oisterwijk,3,0
olza,3,0
onepiece,3,0
oordopjes,3,0
opel,3,0
opruimen,3,0
optiform,3,0
optivit,3,0
oral-b,3,0
oranges,3,0
oranjeboom,3,0
overig,3,0
overveen,3,0
oxxa,3,0
pac,3,0
pacakage,3,0
paddle,3,0
pakje sigaretten,3,0
pakjedrinken,3,0
pans,3,0
panther,3,0
