row,column,cor,p,p_stars,cor_level,method,N,same_group,has_census,has_litter,has_pois
l1k_piece,l_piece,1,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_firework,l_firework,0.99,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_energydrink,l_energydrink,0.98,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_all,l_plastic,0.98,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_all,l1k_plastic,0.97,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_redbull,l_redbull,0.97,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_cigarette,l_cigarette,0.96,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_bag,l_bag,0.96,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_metal,l_metal,0.96,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_candy,l_candy,0.95,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_beer,l_beer,0.95,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_wrapper,l_wrapper,0.95,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_paper,l_paper,0.95,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_plastic,l_plastic,0.95,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_can,l_can,0.95,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_bottle,l_bottle,0.95,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_all,l_all,0.94,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_plastic,l_wrapper,0.93,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_all,l_plastic,0.93,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_all,l_can,0.92,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_all,l_paper,0.92,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_all,l_bottle,0.92,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_plastic,l_paper,0.92,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_plastic,l_bottle,0.91,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_plastic,l1k_wrapper,0.91,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l_can,l_redbull,0.91,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_can,l_bottle,0.91,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_plastic,l_all,0.91,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_all,l_wrapper,0.91,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_all,l1k_can,0.9,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_all,l1k_paper,0.9,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_plastic,l1k_paper,0.9,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l_plastic,l_can,0.9,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_paper,l_cigarette,0.89,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_all,l1k_bottle,0.89,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_all,l1k_wrapper,0.88,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_plastic,l1k_bottle,0.88,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l_all,l_redbull,0.88,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_wrapper,l_paper,0.88,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_wrapper,l_plastic,0.88,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_all,l_cigarette,0.88,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_paper,l_plastic,0.88,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_plastic,l_bag,0.88,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_can,l_all,0.87,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_redbull,l_can,0.87,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_bottle,l_redbull,0.87,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_can,l1k_bottle,0.87,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_plastic,l_wrapper,0.87,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_plastic,l_cigarette,0.87,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_plastic,l1k_can,0.87,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_paper,l_all,0.87,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_wrapper,l_bag,0.87,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_bottle,l_plastic,0.86,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_can,l_beer,0.86,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_can,l1k_redbull,0.86,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l_wrapper,l_candy,0.86,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_bottle,l_all,0.86,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_all,l_bag,0.86,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_wrapper,l1k_paper,0.86,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l_plastic,l_redbull,0.86,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_can,l_plastic,0.85,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_all,l_paper,0.85,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_paper,l1k_cigarette,0.85,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l_plastic,l_candy,0.85,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_all,l_wrapper,0.85,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
poi_osm_food,poi_osm_shop,0.85,0,***,strong,spearman,389,TRUE,TRUE,FALSE,TRUE
l_wrapper,l_bottle,0.85,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_cigarette,l_paper,0.85,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_can,l_bottle,0.85,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_all,l_beer,0.85,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_plastic,l_paper,0.85,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_paper,l_bottle,0.85,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_plastic,l_metal,0.85,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_bottle,l_beer,0.85,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_all,l_can,0.84,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_can,l_paper,0.84,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_all,l_bottle,0.84,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_plastic,l_beer,0.84,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_redbull,l_all,0.84,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_wrapper,l_all,0.84,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_all,l_metal,0.84,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_paper,l_bag,0.84,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_bottle,l_can,0.84,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_can,l_redbull,0.84,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_plastic,l_bottle,0.84,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_wrapper,l_cigarette,0.84,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_metal,l_bottle,0.84,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_metal,l_beer,0.84,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_bag,l_plastic,0.83,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_wrapper,l1k_candy,0.83,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_paper,l_wrapper,0.83,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_cigarette,l_plastic,0.83,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_all,l1k_cigarette,0.83,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_plastic,l1k_bag,0.83,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_cigarette,l_all,0.83,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_plastic,l1k_cigarette,0.83,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_can,l1k_beer,0.83,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_redbull,l_bottle,0.83,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_all,l_candy,0.83,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_paper,l_redbull,0.83,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_paper,l_cigarette,0.83,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_wrapper,l1k_bag,0.83,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_bag,l_wrapper,0.82,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_can,l_wrapper,0.82,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_cigarette,l_bottle,0.82,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_beer,l_redbull,0.82,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_can,l_metal,0.82,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_wrapper,l_beer,0.82,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_bottle,l_bag,0.82,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_plastic,l1k_candy,0.82,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l_wrapper,l_metal,0.82,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_redbull,l_plastic,0.82,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_candy,l_bag,0.82,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_can,l_cigarette,0.81,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_wrapper,l_paper,0.81,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_plastic,l_can,0.81,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_plastic,l1k_metal,0.81,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_all,l1k_bag,0.81,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_all,l1k_redbull,0.81,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_can,l_beer,0.81,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_metal,l_redbull,0.81,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_bag,l_all,0.81,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_all,l1k_metal,0.81,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_wrapper,l_candy,0.81,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_all,l1k_beer,0.8,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_wrapper,l1k_bottle,0.8,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l_paper,l_metal,0.8,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_can,l1k_paper,0.8,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_bottle,l1k_redbull,0.8,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_candy,l_wrapper,0.8,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_bottle,l1k_beer,0.8,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l_metal,l_candy,0.8,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_candy,l_beer,0.8,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_cigarette,l_redbull,0.8,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_plastic,l1k_beer,0.8,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_all,l_cigarette,0.8,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_all,l1k_candy,0.8,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_plastic,l_bag,0.8,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_wrapper,l_bag,0.8,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_paper,l1k_bottle,0.79,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_metal,l_plastic,0.79,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_beer,l_can,0.79,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_cigarette,l_wrapper,0.79,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_bottle,l_wrapper,0.79,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_paper,l1k_bag,0.79,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_candy,l_plastic,0.79,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_wrapper,l_redbull,0.79,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_plastic,l_candy,0.79,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_bottle,l_candy,0.79,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_can,l_bag,0.79,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_metal,l1k_bottle,0.79,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_redbull,l_paper,0.79,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_plastic,l_cigarette,0.79,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_metal,l_bag,0.79,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_beer,l_bag,0.79,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_wrapper,l1k_cigarette,0.79,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_metal,l1k_beer,0.79,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_beer,l_plastic,0.79,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_bag,l_paper,0.79,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_bottle,l_redbull,0.79,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_can,l_paper,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_all,l_redbull,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_paper,l_candy,0.78,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_cigarette,l_bag,0.78,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_beer,l_all,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_beer,l_energydrink,0.78,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_can,l1k_wrapper,0.78,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_bottle,l1k_bag,0.78,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_all,l_bag,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_can,l1k_metal,0.78,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_plastic,l1k_redbull,0.78,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_metal,l_all,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_beer,l_bottle,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_wrapper,l1k_metal,0.78,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_bottle,l_beer,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_redbull,l_beer,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
BEV_DICHTH,P_N_W_AL,0.78,0,***,strong,spearman,389,FALSE,TRUE,FALSE,FALSE
l1k_bottle,l_paper,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_all,l_metal,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_paper,l_bag,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_bottle,l_metal,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_beer,l_metal,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_metal,l_cigarette,0.78,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_paper,l_bottle,0.78,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_can,l_candy,0.78,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_paper,l_beer,0.78,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_can,l_wrapper,0.77,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_plastic,l_metal,0.77,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_all,l_beer,0.77,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_metal,l_energydrink,0.77,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_cigarette,l_bottle,0.77,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_all,l_candy,0.77,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_bag,l_redbull,0.77,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_cigarette,l1k_bottle,0.77,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_can,l_metal,0.77,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_wrapper,l_bottle,0.77,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_bag,l_candy,0.77,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_paper,l_can,0.77,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_wrapper,l1k_beer,0.77,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_metal,l_beer,0.77,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_candy,l1k_bag,0.77,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_bag,l_bottle,0.77,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_metal,l_bottle,0.76,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_metal,l_wrapper,0.76,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_plastic,l_beer,0.76,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
AANT_INW,poi_all,0.76,0,***,strong,spearman,389,FALSE,TRUE,FALSE,TRUE
l1k_beer,l_wrapper,0.76,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_redbull,l_metal,0.76,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_can,l1k_cigarette,0.76,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
poi_all,poi_osm_food,0.76,0,***,strong,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_candy,l_all,0.76,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_bottle,l_bag,0.76,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_paper,l1k_metal,0.76,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_cigarette,l_can,0.76,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_wrapper,l_cigarette,0.76,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_plastic,l_redbull,0.76,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_paper,l1k_redbull,0.76,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_energydrink,l_beer,0.76,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_beer,l1k_energydrink,0.75,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_wrapper,l_metal,0.75,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
AANT_INW,poi_osm_shop,0.75,0,***,strong,spearman,389,FALSE,TRUE,FALSE,TRUE
l1k_redbull,l_cigarette,0.75,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_metal,l1k_candy,0.75,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l_can,l_energydrink,0.75,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l_energydrink,l_redbull,0.75,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_bottle,l_cigarette,0.75,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_candy,l1k_beer,0.75,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_metal,l_can,0.75,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_redbull,l_wrapper,0.75,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_can,l_cigarette,0.75,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_wrapper,l_beer,0.74,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_bottle,l1k_candy,0.74,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_beer,l1k_redbull,0.74,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_beer,l_candy,0.74,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_paper,l_redbull,0.74,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
poi_all,poi_bld_postkantoor,0.74,0,***,strong,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_paper,l_metal,0.74,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_wrapper,l_can,0.74,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_metal,l_candy,0.74,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_cigarette,l_candy,0.74,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_energydrink,l_metal,0.74,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_candy,l_bag,0.74,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_beer,l_redbull,0.74,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_metal,l_paper,0.74,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_metal,l1k_bag,0.74,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l_all,l_energydrink,0.74,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_bag,l_metal,0.74,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_cigarette,l_beer,0.74,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_beer,l_energydrink,0.74,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_paper,l1k_candy,0.73,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l_plastic,l_energydrink,0.73,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_can,l1k_bag,0.73,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_bottle,l_candy,0.73,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_candy,l_redbull,0.73,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_can,l1k_candy,0.73,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_metal,l1k_energydrink,0.73,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_metal,l1k_redbull,0.73,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_paper,l_candy,0.73,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_cigarette,l_bag,0.73,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_cigarette,l1k_redbull,0.73,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_candy,l_metal,0.73,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_bottle,l_energydrink,0.73,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_cigarette,l_redbull,0.73,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l_plastic,l_firework,0.73,0,***,strong,spearman,389,TRUE,FALSE,TRUE,FALSE
l1k_cigarette,l1k_bag,0.72,0,***,strong,spearman,389,TRUE,TRUE,TRUE,FALSE
l1k_bag,l_can,0.72,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_cigarette,l_metal,0.72,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_can,l_candy,0.72,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_can,l_bag,0.72,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
poi_osm_health,poi_osm_shop,0.72,0,***,strong,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_osm_food,poi_osm_tourist,0.72,0,***,strong,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_all,poi_osm_shop,0.72,0,***,strong,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_metal,l_bag,0.72,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_metal,l_redbull,0.72,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_bag,l_beer,0.72,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_metal,l_energydrink,0.72,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_candy,l_beer,0.72,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_bag,l_cigarette,0.72,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_redbull,l_bag,0.72,0,***,strong,spearman,389,FALSE,TRUE,TRUE,FALSE
