var2,tag,n,var_tot,tag_pc
2019-11,aluminum,1992,115583,1.72
2019-11,can,6570,115583,5.68
2019-11,piece,2662,115583,2.3
2019-11,metal,4556,115583,3.94
2019-11,paper,5490,115583,4.75
2019-11,energydrink,1475,115583,1.28
2019-11,redbull,1547,115583,1.34
2019-11,drink,1483,115583,1.28
2019-11,bottle,2519,115583,2.18
2019-11,antaflu,741,115583,0.64
2019-11,cigarette,2283,115583,1.98
2019-11,firework,1859,115583,1.61
2019-11,candy,2173,115583,1.88
2019-11,bag,1891,115583,1.64
2019-11,wrapper,5713,115583,4.94
2019-12,wrapper,6101,128078,4.76
2019-12,firework,1944,128078,1.52
2019-12,paper,6475,128078,5.06
2019-12,cigarette,2722,128078,2.13
2019-12,knetterbal,1821,128078,1.42
2019-12,beer,1500,128078,1.17
2019-12,metal,4575,128078,3.57
2019-12,drink,1418,128078,1.11
2019-12,aluminum,2071,128078,1.62
2019-12,candy,2501,128078,1.95
2019-12,plastic,27650,128078,21.59
2019-12,bag,2037,128078,1.59
2019-12,energydrink,1808,128078,1.41
2019-12,redbull,1675,128078,1.31
2019-12,antaflu,965,128078,0.75
2019-12,cup,1767,128078,1.38
2019-12,piece,1967,128078,1.54
2019-12,can,6975,128078,5.45
2019-12,mcdonalds,1773,128078,1.38
2019-12,bottle,2381,128078,1.86
